t_us,p_cmd,p_act,v_cmd,v_act,t_cmd,t_act,iq,vbus,temp,state,events
70059577,-0.132,-0.132,0.0000,0.0252,0.0000,-0.0027,0.000,32.41,32.0,3,2048
70060560,-0.132,-0.132,0.0000,-0.0175,0.0000,0.0148,0.000,32.41,32.0,3,2048
70061604,-0.132,-0.132,0.0000,0.0267,0.0000,-0.0390,0.000,32.41,32.0,3,2048
70062561,-0.132,-0.132,0.0000,-0.0542,0.0000,0.0280,0.000,32.41,32.0,3,2048
70063897,-0.132,-0.132,0.0000,-0.0618,0.0000,0.0027,0.000,32.41,32.0,3,2048
70064561,-0.132,-0.132,0.0000,0.0053,0.0000,-0.0412,0.000,32.41,32.0,3,2048
70065609,-0.132,-0.132,0.0000,0.0282,0.0000,0.0170,0.000,32.41,32.0,3,2048
70066561,-0.132,-0.132,0.0000,-0.0954,0.0000,0.0016,0.000,32.41,32.0,3,2048
70067571,-0.132,-0.132,0.0000,0.0130,0.0000,0.0203,0.000,32.41,32.0,3,2048
70068881,-0.132,-0.132,0.0000,-0.0038,0.0000,-0.0071,0.000,32.41,32.0,3,2048
70069610,-0.132,-0.132,0.0000,-0.0298,0.0000,-0.0104,0.000,32.41,32.0,3,2048
70070562,-0.132,-0.132,0.0000,0.1808,0.0000,-0.0005,0.000,32.41,32.0,3,2048
70071886,-0.132,-0.132,0.0000,0.0603,0.0000,0.0170,0.000,32.41,32.0,3,2048
70072556,-0.132,-0.132,0.0000,0.0237,0.0000,-0.0368,0.000,32.41,32.0,3,2048
70074003,-0.132,-0.132,0.0000,-0.0999,0.0000,-0.0258,0.000,32.41,32.0,3,2048
70074864,-0.132,-0.132,0.0000,0.0496,0.0000,0.0038,0.000,32.41,32.0,3,2048
70076188,-0.132,-0.132,0.0000,-0.1015,0.0000,-0.0060,0.000,32.41,32.0,3,2048
70076866,-0.132,-0.132,0.0000,0.0496,0.0000,0.0225,0.000,32.41,32.0,3,2048
70077946,-0.132,-0.132,0.0000,0.0191,0.0000,0.0148,0.000,32.41,32.0,3,2048
70079243,-0.132,-0.132,0.0000,0.0725,0.0000,-0.0104,0.000,32.41,32.0,3,2048
70079918,-0.132,-0.132,0.0000,-0.1411,0.0000,-0.0071,0.000,32.41,32.0,3,2048
70080915,-0.132,-0.132,0.0000,-0.0160,0.0000,0.0302,0.000,32.41,32.0,3,2048
70081916,-0.132,-0.132,0.0000,-0.1045,0.0000,-0.0203,0.000,32.41,32.0,3,2048
70082916,-0.132,-0.132,0.0000,-0.0648,0.0000,-0.0170,0.000,32.41,32.0,3,2048
70084241,-0.132,-0.132,0.0000,-0.0069,0.0000,-0.0236,0.000,32.41,32.0,3,2048
70084920,-0.132,-0.132,0.0000,0.0252,0.0000,0.0137,0.000,32.41,32.0,3,2048
70085915,-0.132,-0.132,0.0000,0.0404,0.0000,-0.0049,0.000,32.41,32.0,3,2048
70086913,-0.132,-0.132,0.0000,-0.0572,0.0000,0.0170,0.000,32.41,32.0,3,2048
70087915,-0.132,-0.132,0.0000,-0.0084,0.0000,-0.0071,0.000,32.41,32.0,3,2048
70089240,-0.132,-0.132,0.0000,-0.0099,0.0000,-0.0192,0.000,32.41,32.0,3,2048
70089921,-0.132,-0.132,0.0000,-0.0038,0.0000,0.0082,0.000,32.41,32.0,3,2048
70090916,-0.132,-0.132,0.0000,-0.0084,0.0000,-0.0291,0.000,32.41,32.0,3,2048
70092237,-0.132,-0.132,0.0000,-0.0755,0.0000,0.0214,0.000,32.41,32.0,3,2048
70092588,-0.132,-0.132,0.0000,0.0679,0.0000,0.0247,0.000,32.41,32.0,3,2048
70093882,-0.132,-0.132,0.0000,-0.0069,0.0000,-0.0302,0.000,32.41,32.0,3,2048
70094557,-0.132,-0.132,0.0000,0.0938,0.0000,-0.0027,0.000,32.41,32.0,3,2048
70095932,-0.132,-0.132,0.0000,-0.0755,0.0000,-0.0203,0.000,32.41,32.0,3,2048
70096610,-0.132,-0.132,0.0000,0.0435,0.0000,0.0225,0.000,32.41,32.0,3,2048
70097612,-0.132,-0.132,0.0000,-0.0450,0.0000,0.0104,0.000,32.41,32.0,3,2048
70098926,-0.132,-0.132,0.0000,0.1228,0.0000,-0.0027,0.000,32.41,32.0,3,2048
70099559,-0.132,-0.132,0.0000,0.0740,0.0000,-0.0236,0.000,32.41,32.0,3,2048
70100621,-0.132,-0.132,0.0000,-0.1213,0.0000,0.0390,0.000,32.41,32.0,3,2048
70101558,-0.132,-0.132,0.0000,-0.0481,0.0000,-0.0412,0.000,32.41,32.0,3,2048
70102571,-0.132,-0.132,0.0000,-0.0404,0.0000,0.0313,0.000,32.41,32.0,3,2048
70103879,-0.132,-0.132,0.0000,0.0526,0.0000,-0.0005,0.000,32.41,32.0,3,2048
70104614,-0.132,-0.132,0.0000,-0.0008,0.0000,-0.0093,0.000,32.41,32.0,3,2048
70105560,-0.132,-0.132,0.0000,0.0389,0.0000,0.0170,0.000,32.41,32.0,3,2048
70106571,-0.132,-0.132,0.0000,-0.0496,0.0000,0.0247,0.000,32.41,32.0,3,2048
70107555,-0.132,-0.132,0.0000,-0.0221,0.0000,-0.0060,0.000,32.41,32.0,3,2048
70108929,-0.132,-0.132,0.0000,0.0542,0.0000,0.0302,0.000,32.41,32.0,3,2048
70109559,-0.132,-0.132,0.0000,-0.0282,0.0000,0.0027,0.000,32.41,32.0,3,2048
70110576,-0.132,-0.132,0.0000,0.0099,0.0000,0.0104,0.000,32.41,32.0,3,2048
70111870,-0.132,-0.132,0.0000,-0.0404,0.0000,0.0049,0.000,32.41,32.0,3,2048
70112611,-0.132,-0.132,0.0000,0.0450,0.0000,0.0038,0.000,32.41,32.0,3,2048
70113883,-0.132,-0.132,0.0000,0.0145,0.0000,-0.0038,0.000,32.41,32.0,3,2048
70114575,-0.132,-0.132,0.0000,-0.0587,0.0000,-0.0214,0.000,32.41,32.0,3,2048
70115880,-0.132,-0.132,0.0000,0.0252,0.0000,0.0104,0.000,32.41,32.0,3,2048
70116614,-0.132,-0.132,0.0000,0.1122,0.0000,-0.0313,0.000,32.41,32.0,3,2048
70117560,-0.132,-0.132,0.0000,-0.0862,0.0000,0.0302,0.000,32.41,32.0,3,2048
70118899,-0.132,-0.132,0.0000,0.0160,0.0000,-0.0203,0.000,32.41,32.0,3,2048
70119555,-0.132,-0.132,0.0000,0.0267,0.0000,0.0258,0.000,32.41,32.0,3,2048
70120619,-0.132,-0.132,0.0000,0.1091,0.0000,-0.0038,0.000,32.41,32.0,3,2048
70121555,-0.132,-0.132,0.0000,-0.0664,0.0000,0.0324,0.000,32.41,32.0,3,2048
70122571,-0.132,-0.132,0.0000,-0.0923,0.0000,-0.0060,0.000,32.41,32.0,3,2048
70123882,-0.132,-0.132,0.0000,-0.0221,0.0000,0.0115,0.000,32.41,32.0,3,2048
70124675,-0.132,-0.132,0.0000,0.0908,0.0000,-0.0225,0.000,32.41,32.0,3,2048
70125561,-0.132,-0.132,0.0000,-0.0969,0.0000,-0.0115,0.000,32.41,32.0,3,2048
70126555,-0.132,-0.132,0.0000,-0.0099,0.0000,0.0368,0.000,32.41,32.0,3,2048
70127555,-0.132,-0.132,0.0000,-0.0221,0.0000,-0.0214,0.000,32.41,32.0,3,2048
70128882,-0.132,-0.132,0.0000,-0.0069,0.0000,0.0324,0.000,32.41,32.0,3,2048
70129625,-0.132,-0.132,0.0000,0.0435,0.0000,-0.0038,0.000,32.41,32.0,3,2048
70130623,-0.132,-0.132,0.0000,0.0328,0.0000,0.0148,0.000,32.41,32.0,3,2048
70131904,-0.132,-0.132,0.0000,-0.0114,0.0000,-0.0005,0.000,32.41,32.0,3,2048
70132584,-0.132,-0.132,0.0000,-0.0313,0.0000,-0.0203,0.000,32.41,32.0,3,2048
70133907,-0.132,-0.132,0.0000,-0.0374,0.0000,-0.0082,0.000,32.41,32.0,3,2048
70134614,-0.132,-0.132,0.0000,-0.1091,0.0000,-0.0148,0.000,32.41,32.0,3,2048
70135960,-0.132,-0.132,0.0000,0.0267,0.0000,-0.0192,0.000,32.41,32.0,3,2048
70136559,-0.132,-0.132,0.0000,-0.0237,0.0000,-0.0181,0.000,32.41,32.0,3,2048
70137595,-0.132,-0.132,0.0000,-0.0099,0.0000,-0.0038,0.000,32.41,32.0,3,2048
70138935,-0.132,-0.132,0.0000,-0.0008,0.0000,0.0313,0.000,32.41,32.0,3,2048
70139588,-0.132,-0.132,0.0000,0.0786,0.0000,0.0082,0.000,32.41,32.0,3,2048
70140587,-0.132,-0.132,0.0000,0.0237,0.0000,0.0214,0.000,32.41,32.0,3,2048
70141582,-0.132,-0.132,0.0000,0.0847,0.0000,-0.0038,0.000,32.41,32.0,3,2048
70142582,-0.132,-0.132,0.0000,-0.0862,0.0000,0.0060,0.000,32.41,32.0,3,2048
70143902,-0.132,-0.132,0.0000,-0.0038,0.0000,0.0093,0.000,32.41,32.0,3,2048
70144586,-0.132,-0.132,0.0000,-0.0053,0.0000,0.0005,0.000,32.41,32.0,3,2048
70145587,-0.132,-0.132,0.0000,0.0008,0.0000,0.0027,0.000,32.41,32.0,3,2048
70146594,-0.132,-0.132,0.0000,0.0160,0.0000,-0.0280,0.000,32.41,32.0,3,2048
70147573,-0.132,-0.132,0.0000,-0.0847,0.0000,-0.0203,0.000,32.41,32.0,3,2048
70148878,-0.132,-0.132,0.0000,0.0999,0.0000,-0.0126,0.000,32.41,32.0,3,2048
70149606,-0.132,-0.132,0.0000,-0.0908,0.0000,0.0060,0.000,32.41,32.0,3,2048
70150611,-0.132,-0.132,0.0000,-0.0328,0.0000,-0.0126,0.000,32.41,32.0,3,2048
70151923,-0.132,-0.132,0.0000,0.0725,0.0000,-0.0016,0.000,32.41,32.0,3,2048
70152610,-0.132,-0.132,0.0000,-0.0740,0.0000,0.0302,0.000,32.41,32.0,3,2048
70153882,-0.132,-0.132,0.0000,0.0053,0.0000,0.0434,0.000,32.41,32.0,3,2048
70154618,-0.132,-0.132,0.0000,-0.0801,0.0000,-0.0049,0.000,32.41,32.0,3,2048
70155893,-0.132,-0.132,0.0000,-0.0587,0.0000,0.0082,0.000,32.41,32.0,3,2048
70156571,-0.132,-0.132,0.0000,0.0465,0.0000,0.0379,0.000,32.41,32.0,3,2048
70157560,-0.132,-0.132,0.0000,-0.1106,0.0000,-0.0280,0.000,32.41,32.0,3,2048
70158928,-0.132,-0.132,0.0000,0.1045,0.0000,-0.0236,0.000,32.41,32.0,3,2048
70159563,-0.132,-0.132,0.0000,-0.1274,0.0000,0.0335,0.000,32.41,32.0,3,2048
70160576,-0.132,-0.132,0.0000,0.0633,0.0000,0.0203,0.000,32.41,32.0,3,2048
70161555,-0.132,-0.132,0.0000,0.0099,0.0000,-0.0071,0.000,32.41,32.0,3,2048
70162607,-0.132,-0.132,0.0000,0.0008,0.0000,-0.0357,0.000,32.41,32.0,3,2048
70163887,-0.132,-0.132,0.0000,-0.0328,0.0000,0.0269,0.000,32.41,32.0,3,2048
70164575,-0.132,-0.132,0.0000,0.0298,0.0000,-0.0060,0.000,32.41,32.0,3,2048
70165560,-0.132,-0.132,0.0000,-0.0084,0.0000,0.0126,0.000,32.41,32.0,3,2048
70166607,-0.132,-0.132,0.0000,0.0237,0.0000,0.0247,0.000,32.41,32.0,3,2048
70167562,-0.132,-0.132,0.0000,-0.0435,0.0000,-0.0214,0.000,32.41,32.0,3,2048
70168896,-0.132,-0.132,0.0000,-0.0435,0.0000,-0.0214,0.000,32.41,32.0,3,2048
70169558,-0.132,-0.132,0.0000,-0.0099,0.0000,-0.0159,0.000,32.41,32.0,3,2048
70170612,-0.132,-0.132,0.0000,0.0130,0.0000,0.0236,0.000,32.41,32.0,3,2048
70171877,-0.132,-0.132,0.0000,-0.1350,0.0000,0.0159,0.000,32.41,32.0,3,2048
70172572,-0.132,-0.132,0.0000,0.0465,0.0000,0.0269,0.000,32.41,32.0,3,2048
70173879,-0.132,-0.132,0.0000,0.0237,0.0000,0.0159,0.000,32.41,32.0,3,2048
70174676,-0.132,-0.132,0.0000,0.0893,0.0000,0.0159,0.000,32.41,32.0,3,2048
70175891,-0.132,-0.132,0.0000,0.0664,0.0000,0.0324,0.000,32.41,32.0,3,2048
70176556,-0.132,-0.132,0.0000,-0.0694,0.0000,-0.0214,0.000,32.41,32.0,3,2048
70177560,-0.132,-0.132,0.0000,-0.0481,0.0000,0.0093,0.000,32.41,32.0,3,2048
70178876,-0.132,-0.132,0.0000,-0.2373,0.0000,0.0038,0.000,32.41,32.0,3,2048
70179626,-0.132,-0.132,0.0000,0.0694,0.0000,0.0104,0.000,32.41,32.0,3,2048
70180588,-0.132,-0.132,0.0000,0.0694,0.0000,-0.0071,0.000,32.41,32.0,3,2048
70181626,-0.132,-0.132,0.0000,-0.1198,0.0000,0.0401,0.000,32.41,32.0,3,2048
70182584,-0.132,-0.132,0.0000,0.0160,0.0000,-0.0005,0.000,32.41,32.0,3,2048
70183907,-0.132,-0.132,0.0000,-0.0572,0.0000,0.0027,0.000,32.41,32.0,3,2048
70184598,-0.132,-0.132,0.0000,-0.0710,0.0000,-0.0060,0.000,32.41,32.0,3,2048
70185650,-0.132,-0.132,0.0000,-0.0511,0.0000,0.0379,0.000,32.41,32.0,3,2048
70186555,-0.132,-0.132,0.0000,0.0511,0.0000,-0.0071,0.000,32.41,32.0,3,2048
70187625,-0.132,-0.132,0.0000,-0.0282,0.0000,-0.0445,0.000,32.41,32.0,3,2048
70188905,-0.132,-0.132,0.0000,-0.0420,0.0000,0.0060,0.000,32.41,32.0,3,2048
70189587,-0.132,-0.132,0.0000,0.0557,0.0000,0.0126,0.000,32.41,32.0,3,2048
70190587,-0.132,-0.132,0.0000,0.1778,0.0000,0.0247,0.000,32.41,32.0,3,2048
70191901,-0.132,-0.132,0.0000,0.0008,0.0000,-0.0093,0.000,32.41,32.0,3,2048
70192583,-0.132,-0.132,0.0000,-0.0069,0.0000,0.0390,0.000,32.41,32.0,3,2048
70193904,-0.132,-0.132,0.0000,0.0023,0.0000,0.0335,0.000,32.41,32.0,3,2048
70194585,-0.132,-0.132,0.0000,0.0969,0.0000,0.0247,0.000,32.41,32.0,3,2048
70195911,-0.132,-0.132,0.0000,0.0420,0.0000,-0.0599,0.000,32.41,32.0,3,2048
70196585,-0.132,-0.132,0.0000,0.0618,0.0000,0.0489,0.000,32.41,32.0,3,2048
70197602,-0.132,-0.132,0.0000,0.0282,0.0000,0.0225,0.000,32.41,32.0,3,2048
70198882,-0.132,-0.132,0.0000,-0.0237,0.0000,0.0192,0.000,32.41,32.0,3,2048
70199555,-0.132,-0.132,0.0000,0.0084,0.0000,-0.0731,0.000,32.41,32.0,3,2048
70200615,-0.132,-0.132,0.0000,-0.0587,0.0000,0.0093,0.000,32.41,32.0,3,2048
70201607,-0.132,-0.132,0.0000,-0.0191,0.0000,-0.0225,0.000,32.41,32.0,3,2048
70202610,-0.132,-0.132,0.0000,0.0710,0.0000,0.0280,0.000,32.41,32.0,3,2048
70203884,-0.132,-0.132,0.0000,-0.0511,0.0000,0.0060,0.000,32.41,32.0,3,2048
70204621,-0.132,-0.132,0.0000,-0.0710,0.0000,-0.0137,0.000,32.41,32.0,3,2048
70205560,-0.132,-0.132,0.0000,-0.0511,0.0000,-0.0302,0.000,32.41,32.0,3,2048
70206571,-0.132,-0.132,0.0000,-0.0481,0.0000,-0.0082,0.000,32.41,32.0,3,2048
70207555,-0.132,-0.132,0.0000,0.0298,0.0000,-0.0214,0.000,32.41,32.0,3,2048
70208929,-0.132,-0.132,0.0000,-0.0969,0.0000,0.0170,0.000,32.41,32.0,3,2048
70209559,-0.132,-0.132,0.0000,0.0801,0.0000,-0.0071,0.000,32.41,32.0,3,2048
70210576,-0.132,-0.132,0.0000,-0.0084,0.0000,0.0115,0.000,32.41,32.0,3,2048
70211871,-0.132,-0.132,0.0000,-0.0496,0.0000,0.0225,0.000,32.41,32.0,3,2048
70212611,-0.132,-0.132,0.0000,0.0420,0.0000,0.0060,0.000,32.41,32.0,3,2048
70213883,-0.132,-0.132,0.0000,0.0938,0.0000,-0.0071,0.000,32.41,32.0,3,2048
70214575,-0.132,-0.132,0.0000,0.0053,0.0000,-0.0269,0.000,32.41,32.0,3,2048
70215880,-0.132,-0.132,0.0000,0.0084,0.0000,0.0159,0.000,32.41,32.0,3,2048
70216614,-0.132,-0.132,0.0000,0.0801,0.0000,-0.0016,0.000,32.41,32.0,3,2048
70217560,-0.132,-0.132,0.0000,0.0542,0.0000,-0.0170,0.000,32.41,32.0,3,2048
70218899,-0.132,-0.132,0.0000,-0.0847,0.0000,0.0269,0.000,32.41,32.0,3,2048
70219555,-0.132,-0.132,0.0000,0.0267,0.0000,-0.0016,0.000,32.41,32.0,3,2048
70220619,-0.132,-0.132,0.0000,0.0526,0.0000,0.0093,0.000,32.41,32.0,3,2048
70221555,-0.132,-0.132,0.0000,0.0542,0.0000,0.0214,0.000,32.41,32.0,3,2048
70222571,-0.132,-0.132,0.0000,0.1320,0.0000,0.0005,0.000,32.41,32.0,3,2048
70223883,-0.132,-0.132,0.0000,-0.0237,0.0000,0.0247,0.000,32.41,32.0,3,2048
70224657,-0.132,-0.110,0.0000,-0.0099,0.0000,-0.0170,0.000,32.41,32.0,3,2048
70225601,-0.132,-0.110,0.0000,0.0420,0.0000,0.0269,0.000,32.41,32.0,3,2048
70226558,-0.132,-0.132,0.0000,-0.0740,0.0000,0.0335,0.000,32.41,32.0,3,2048
70227616,-0.132,-0.132,0.0000,-0.0771,0.0000,-0.0181,0.000,32.41,32.0,3,2048
70228908,-0.132,-0.132,0.0000,-0.0679,0.0000,-0.0093,0.000,32.41,32.0,3,2048
70229586,-0.132,-0.132,0.0000,-0.0038,0.0000,-0.0247,0.000,32.41,32.0,3,2048
70230586,-0.132,-0.132,0.0000,0.0435,0.0000,0.0170,0.000,32.41,32.0,3,2048
70231898,-0.132,-0.132,0.0000,-0.0710,0.0000,0.0170,0.000,32.41,32.0,3,2048
70232582,-0.132,-0.132,0.0000,-0.0618,0.0000,-0.0203,0.000,32.41,32.0,3,2048
70233902,-0.132,-0.132,0.0000,-0.0679,0.0000,-0.0115,0.000,32.41,32.0,3,2048
70234585,-0.132,-0.132,0.0000,0.0053,0.0000,-0.0126,0.000,32.41,32.0,3,2048
70235908,-0.132,-0.132,0.0000,0.0496,0.0000,0.0159,0.000,32.41,32.0,3,2048
70236584,-0.132,-0.132,0.0000,-0.0313,0.0000,0.0203,0.000,32.41,32.0,3,2048
70237590,-0.132,-0.132,0.0000,0.0023,0.0000,-0.0159,0.000,32.41,32.0,3,2048
70238885,-0.132,-0.132,0.0000,0.0984,0.0000,-0.0005,0.000,32.41,32.0,3,2048
70239604,-0.132,-0.132,0.0000,-0.0618,0.0000,-0.0324,0.000,32.41,32.0,3,2048
70240609,-0.132,-0.132,0.0000,-0.0023,0.0000,0.0412,0.000,32.41,32.0,3,2048
70241605,-0.132,-0.132,0.0000,0.1595,0.0000,-0.0390,0.000,32.41,32.0,3,2048
70242608,-0.132,-0.132,0.0000,0.0557,0.0000,-0.0082,0.000,32.41,32.0,3,2048
70243882,-0.132,-0.132,0.0000,-0.0130,0.0000,0.0269,0.000,32.41,32.0,3,2048
70244622,-0.132,-0.132,0.0000,-0.0740,0.0000,0.0049,0.000,32.41,32.0,3,2048
70245563,-0.132,-0.132,0.0000,0.0450,0.0000,0.0236,0.000,32.41,32.0,3,2048
70246571,-0.132,-0.132,0.0000,-0.0084,0.0000,-0.0060,0.000,32.41,32.0,3,2048
70247555,-0.132,-0.132,0.0000,0.0237,0.0000,-0.0027,0.000,32.41,32.0,3,2048
70248925,-0.132,-0.132,0.0000,-0.0786,0.0000,-0.0379,0.000,32.41,32.0,3,2048
70249563,-0.132,-0.132,0.0000,0.1106,0.0000,0.0214,0.000,32.41,32.0,3,2048
70250576,-0.132,-0.132,0.0000,-0.0053,0.0000,0.0445,0.000,32.41,32.0,3,2048
70251870,-0.132,-0.132,0.0000,-0.0404,0.0000,-0.0368,0.000,32.41,32.0,3,2048
70252607,-0.132,-0.132,0.0000,0.0694,0.0000,-0.0071,0.000,32.41,32.0,3,2048
70253888,-0.132,-0.132,0.0000,0.0267,0.0000,-0.0236,0.000,32.41,32.0,3,2048
70254575,-0.132,-0.132,0.0000,0.1045,0.0000,-0.0093,0.000,32.41,32.0,3,2048
70255880,-0.132,-0.132,0.0000,-0.0664,0.0000,0.0049,0.000,32.41,32.0,3,2048
70256609,-0.132,-0.132,0.0000,0.0053,0.0000,0.0027,0.000,32.41,32.0,3,2048
70257563,-0.132,-0.132,0.0000,0.0862,0.0000,-0.0093,0.000,32.41,32.0,3,2048
70258901,-0.132,-0.132,0.0000,-0.0313,0.0000,-0.0148,0.000,32.41,32.0,3,2048
70259555,-0.132,-0.132,0.0000,0.2098,0.0000,0.0181,0.000,32.41,32.0,3,2048
70260614,-0.132,-0.132,0.0000,-0.0465,0.0000,0.0225,0.000,32.41,32.0,3,2048
70261558,-0.132,-0.132,0.0000,-0.0496,0.0000,0.0148,0.000,32.41,32.0,3,2048
70262571,-0.132,-0.132,0.0000,0.0420,0.0000,0.0060,0.000,32.41,32.0,3,2048
70263885,-0.132,-0.132,0.0000,0.0694,0.0000,-0.0016,0.000,32.41,32.0,3,2048
70264609,-0.132,-0.132,0.0000,-0.0038,0.0000,0.0214,0.000,32.41,32.0,3,2048
70265563,-0.132,-0.132,0.0000,-0.0099,0.0000,0.0093,0.000,32.41,32.0,3,2048
70266571,-0.132,-0.132,0.0000,0.0832,0.0000,-0.0280,0.000,32.41,32.0,3,2048
70267555,-0.132,-0.132,0.0000,0.0160,0.0000,-0.0181,0.000,32.41,32.0,3,2048
70268925,-0.132,-0.132,0.0000,-0.0572,0.0000,0.0632,0.000,32.41,32.0,3,2048
70269563,-0.132,-0.132,0.0000,0.1015,0.0000,-0.0379,0.000,32.41,32.0,3,2048
70270576,-0.132,-0.132,0.0000,-0.0664,0.0000,0.0214,0.000,32.41,32.0,3,2048
70271870,-0.132,-0.132,0.0000,-0.0557,0.0000,0.0060,0.000,32.41,32.0,3,2048
70272607,-0.132,-0.132,0.0000,-0.0114,0.0000,0.0049,0.000,32.41,32.0,3,2048
70273888,-0.132,-0.132,0.0000,0.0008,0.0000,0.0038,0.000,32.41,32.0,3,2048
70274575,-0.132,-0.132,0.0000,-0.1396,0.0000,-0.0016,0.000,32.41,32.0,3,2048
70275880,-0.132,-0.132,0.0000,-0.0511,0.0000,-0.0214,0.000,32.41,32.0,3,2048
70276676,-0.132,-0.132,0.0000,0.0420,0.0000,0.0192,0.000,32.41,32.0,3,2048
70277562,-0.132,-0.132,0.0000,0.0023,0.0000,-0.0247,0.000,32.41,32.0,3,2048
70278882,-0.132,-0.132,0.0000,-0.0801,0.0000,-0.0126,0.000,32.41,32.0,3,2048
70279556,-0.132,-0.132,0.0000,0.0069,0.0000,-0.0335,0.000,32.41,32.0,3,2048
70280560,-0.132,-0.132,0.0000,-0.0465,0.0000,0.0005,0.000,32.41,32.0,3,2048
70281624,-0.132,-0.132,0.0000,0.0191,0.0000,-0.0038,0.000,32.41,32.0,3,2048
70282614,-0.132,-0.132,0.0000,0.0298,0.0000,-0.0027,0.000,32.41,32.0,3,2048
70283912,-0.132,-0.132,0.0000,-0.0313,0.0000,-0.0148,0.000,32.41,32.0,3,2048
70284588,-0.132,-0.132,0.0000,0.0511,0.0000,-0.0412,0.000,32.41,32.0,3,2048
70285591,-0.132,-0.132,0.0000,0.0420,0.0000,0.0291,0.000,32.41,32.0,3,2048
70286631,-0.132,-0.132,0.0000,-0.0206,0.0000,0.0258,0.000,32.41,32.0,3,2048
70287617,-0.132,-0.132,0.0000,-0.0008,0.0000,-0.0280,0.000,32.41,32.0,3,2048
70288879,-0.132,-0.132,0.0000,-0.0252,0.0000,-0.0093,0.000,32.41,32.0,3,2048
70289629,-0.132,-0.132,0.0000,0.0572,0.0000,0.0346,0.000,32.41,32.0,3,2048
70290588,-0.132,-0.132,0.0000,0.1350,0.0000,-0.0137,0.000,32.41,32.0,3,2048
70291903,-0.132,-0.132,0.0000,-0.0237,0.0000,-0.0005,0.000,32.41,32.0,3,2048
70292583,-0.132,-0.132,0.0000,0.0130,0.0000,-0.0203,0.000,32.41,32.0,3,2048
70293904,-0.132,-0.132,0.0000,0.0160,0.0000,-0.0247,0.000,32.41,32.0,3,2048
70294586,-0.132,-0.132,0.0000,-0.0801,0.0000,-0.0148,0.000,32.41,32.0,3,2048
70295910,-0.132,-0.132,0.0000,0.0237,0.0000,0.0137,0.000,32.41,32.0,3,2048
70296586,-0.132,-0.132,0.0000,-0.0267,0.0000,-0.0335,0.000,32.41,32.0,3,2048
70297588,-0.132,-0.132,0.0000,0.0069,0.0000,0.0412,0.000,32.41,32.0,3,2048
70298903,-0.132,-0.132,0.0000,0.0755,0.0000,-0.0291,0.000,32.41,32.0,3,2048
70299601,-0.132,-0.132,0.0000,-0.1228,0.0000,-0.0049,0.000,32.41,32.0,3,2048
70300560,-0.132,-0.132,0.0000,0.1091,0.0000,0.0203,0.000,32.41,32.0,3,2048
70301572,-0.132,-0.132,0.0000,-0.1381,0.0000,-0.0478,0.000,32.41,32.0,3,2048
70302607,-0.132,-0.132,0.0000,0.0587,0.0000,0.0236,0.000,32.41,32.0,3,2048
70303923,-0.132,-0.132,0.0000,-0.0023,0.0000,-0.0082,0.000,32.41,32.0,3,2048
70304614,-0.132,-0.132,0.0000,0.0618,0.0000,0.0291,0.000,32.41,32.0,3,2048
70305563,-0.132,-0.132,0.0000,0.0038,0.0000,0.0236,0.000,32.41,32.0,3,2048
70306620,-0.132,-0.132,0.0000,0.0160,0.0000,0.0071,0.000,32.41,32.0,3,2048
70307555,-0.132,-0.132,0.0000,-0.0145,0.0000,0.0126,0.000,32.41,32.0,3,2048
70308900,-0.132,-0.132,0.0000,0.0038,0.0000,-0.0192,0.000,32.41,32.0,3,2048
70309557,-0.132,-0.132,0.0000,0.0252,0.0000,-0.0159,0.000,32.41,32.0,3,2048
70310615,-0.132,-0.132,0.0000,-0.0328,0.0000,0.0412,0.000,32.41,32.0,3,2048
70311871,-0.132,-0.132,0.0000,-0.0389,0.0000,0.0247,0.000,32.41,32.0,3,2048
70312572,-0.132,-0.132,0.0000,-0.0664,0.0000,0.0027,0.000,32.41,32.0,3,2048
70313883,-0.132,-0.132,0.0000,-0.1015,0.0000,0.0093,0.000,32.41,32.0,3,2048
70314612,-0.132,-0.132,0.0000,-0.0481,0.0000,-0.0104,0.000,32.41,32.0,3,2048
70315888,-0.132,-0.132,0.0000,0.0359,0.0000,0.0203,0.000,32.41,32.0,3,2048
70316571,-0.132,-0.132,0.0000,0.0069,0.0000,0.0115,0.000,32.41,32.0,3,2048
70317560,-0.132,-0.132,0.0000,-0.0191,0.0000,-0.0082,0.000,32.41,32.0,3,2048
70318930,-0.132,-0.132,0.0000,-0.0389,0.0000,-0.0049,0.000,32.41,32.0,3,2048
70319562,-0.132,-0.132,0.0000,0.1076,0.0000,0.0082,0.000,32.41,32.0,3,2048
70320576,-0.132,-0.132,0.0000,0.0526,0.0000,-0.0412,0.000,32.41,32.0,3,2048
70321555,-0.132,-0.132,0.0000,-0.0084,0.0000,0.0368,0.000,32.41,32.0,3,2048
70322607,-0.132,-0.132,0.0000,0.0999,0.0000,-0.0060,0.000,32.41,32.0,3,2048
70323884,-0.132,-0.132,0.0000,-0.0465,0.0000,0.0082,0.000,32.41,32.0,3,2048
70324577,-0.132,-0.132,0.0000,-0.0175,0.0000,-0.0027,0.000,32.41,32.0,3,2048
70325560,-0.132,-0.132,0.0000,-0.0908,0.0000,-0.0027,0.000,32.41,32.0,3,2048
70326607,-0.132,-0.132,0.0000,0.0572,0.0000,-0.0038,0.000,32.41,32.0,3,2048
