t_us,p_cmd,p_act,v_cmd,v_act,t_cmd,t_act,iq,vbus,temp,state,events
69317601,-0.132,-0.132,0.0000,-0.0587,0.0000,0.0093,0.000,32.41,32.0,3,2048
69318884,-0.132,-0.132,0.0000,0.0572,0.0000,-0.0038,0.000,32.41,32.0,3,2048
69319622,-0.132,-0.132,0.0000,0.0221,0.0000,0.0181,0.000,32.41,32.0,3,2048
69320588,-0.132,-0.132,0.0000,-0.0298,0.0000,-0.0203,0.000,32.41,32.0,3,2048
69321582,-0.132,-0.132,0.0000,0.0160,0.0000,-0.0269,0.000,32.41,32.0,3,2048
69322581,-0.132,-0.132,0.0000,0.0511,0.0000,0.0159,0.000,32.41,32.0,3,2048
69323904,-0.132,-0.132,0.0000,-0.0786,0.0000,0.0258,0.000,32.41,32.0,3,2048
69324583,-0.132,-0.132,0.0000,-0.0282,0.0000,-0.0247,0.000,32.41,32.0,3,2048
69325586,-0.132,-0.132,0.0000,-0.0130,0.0000,0.0137,0.000,32.41,32.0,3,2048
69326581,-0.132,-0.132,0.0000,-0.0160,0.0000,-0.0280,0.000,32.41,32.0,3,2048
69327581,-0.132,-0.132,0.0000,0.0114,0.0000,0.0258,0.000,32.41,32.0,3,2048
69328912,-0.132,-0.132,0.0000,-0.0862,0.0000,-0.0324,0.000,32.41,32.0,3,2048
69329563,-0.132,-0.132,0.0000,0.0618,0.0000,0.0500,0.000,32.41,32.0,3,2048
69330560,-0.132,-0.132,0.0000,-0.0099,0.0000,-0.0170,0.000,32.41,32.0,3,2048
69331921,-0.132,-0.132,0.0000,-0.0175,0.0000,-0.0071,0.000,32.41,32.0,3,2048
69332601,-0.132,-0.132,0.0000,0.0847,0.0000,0.0478,0.000,32.41,32.0,3,2048
69333816,-0.132,-0.132,0.0000,0.0435,0.0000,0.0302,0.000,32.41,32.0,3,2048
69334563,-0.132,-0.132,0.0000,-0.0221,0.0000,-0.0038,0.000,32.41,32.0,3,2048
69335885,-0.132,-0.132,0.0000,0.0328,0.0000,-0.0291,0.000,32.41,32.0,3,2048
69336620,-0.132,-0.132,0.0000,0.0328,0.0000,-0.0258,0.000,32.41,32.0,3,2048
69337563,-0.132,-0.132,0.0000,0.0099,0.0000,0.0203,0.000,32.41,32.0,3,2048
69338901,-0.132,-0.132,0.0000,0.0038,0.0000,0.0225,0.000,32.41,32.0,3,2048
69339557,-0.132,-0.132,0.0000,-0.0633,0.0000,-0.0093,0.000,32.41,32.0,3,2048
69340612,-0.132,-0.132,0.0000,0.0053,0.0000,0.0016,0.000,32.41,32.0,3,2048
69341558,-0.132,-0.132,0.0000,-0.0267,0.0000,-0.0225,0.000,32.41,32.0,3,2048
69342571,-0.132,-0.132,0.0000,-0.1411,0.0000,0.0049,0.000,32.41,32.0,3,2048
69343883,-0.132,-0.132,0.0000,-0.0694,0.0000,-0.0005,0.000,32.41,32.0,3,2048
69344609,-0.132,-0.132,0.0000,0.0664,0.0000,-0.0555,0.000,32.41,32.0,3,2048
69345563,-0.132,-0.132,0.0000,-0.0069,0.0000,-0.0049,0.000,32.41,32.0,3,2048
69346571,-0.132,-0.132,0.0000,-0.0343,0.0000,0.0302,0.000,32.41,32.0,3,2048
69347555,-0.132,-0.132,0.0000,-0.0954,0.0000,-0.0247,0.000,32.41,32.0,3,2048
69348926,-0.132,-0.132,0.0000,0.0938,0.0000,-0.0247,0.000,32.41,32.0,3,2048
69349565,-0.132,-0.132,0.0000,-0.0740,0.0000,0.0203,0.000,32.41,32.0,3,2048
69350576,-0.132,-0.132,0.0000,0.0038,0.0000,-0.0115,0.000,32.41,32.0,3,2048
69351868,-0.132,-0.132,0.0000,-0.0206,0.0000,0.0049,0.000,32.41,32.0,3,2048
69352604,-0.132,-0.132,0.0000,0.0023,0.0000,0.0423,0.000,32.41,32.0,3,2048
69353888,-0.132,-0.132,0.0000,0.0252,0.0000,0.0401,0.000,32.41,32.0,3,2048
69354577,-0.132,-0.132,0.0000,0.0313,0.0000,0.0159,0.000,32.41,32.0,3,2048
69355880,-0.132,-0.132,0.0000,0.0572,0.0000,-0.0082,0.000,32.41,32.0,3,2048
69356607,-0.132,-0.132,0.0000,-0.1045,0.0000,0.0038,0.000,32.41,32.0,3,2048
69357563,-0.132,-0.132,0.0000,-0.0221,0.0000,-0.0060,0.000,32.41,32.0,3,2048
69358901,-0.132,-0.132,0.0000,-0.0130,0.0000,0.0082,0.000,32.41,32.0,3,2048
69359557,-0.132,-0.132,0.0000,-0.0374,0.0000,-0.0258,0.000,32.41,32.0,3,2048
69360612,-0.132,-0.132,0.0000,-0.0389,0.0000,-0.0005,0.000,32.41,32.0,3,2048
69361558,-0.132,-0.132,0.0000,0.1213,0.0000,-0.0115,0.000,32.41,32.0,3,2048
69362571,-0.132,-0.132,0.0000,0.0023,0.0000,0.0467,0.000,32.41,32.0,3,2048
69363883,-0.132,-0.132,0.0000,0.1518,0.0000,0.0302,0.000,32.41,32.0,3,2048
69364609,-0.132,-0.132,0.0000,-0.0237,0.0000,-0.0214,0.000,32.41,32.0,3,2048
69365563,-0.132,-0.132,0.0000,-0.0587,0.0000,0.0082,0.000,32.41,32.0,3,2048
69366571,-0.132,-0.132,0.0000,-0.0069,0.0000,-0.0214,0.000,32.41,32.0,3,2048
69367555,-0.132,-0.132,0.0000,-0.0267,0.0000,0.0027,0.000,32.41,32.0,3,2048
69368997,-0.132,-0.132,0.0000,0.0786,0.0000,-0.0258,0.000,32.41,32.0,3,2048
69369563,-0.132,-0.132,0.0000,-0.0114,0.0000,0.0082,0.000,32.41,32.0,3,2048
69370560,-0.132,-0.132,0.0000,-0.0893,0.0000,-0.0148,0.000,32.41,32.0,3,2048
69371872,-0.132,-0.132,0.0000,0.1595,0.0000,0.0203,0.000,32.41,32.0,3,2048
69372556,-0.132,-0.132,0.0000,-0.0740,0.0000,0.0126,0.000,32.41,32.0,3,2048
69373942,-0.132,-0.132,0.0000,0.0084,0.0000,0.0203,0.000,32.41,32.0,3,2048
69374587,-0.132,-0.132,0.0000,0.0053,0.0000,0.0247,0.000,32.41,32.0,3,2048
69375949,-0.132,-0.132,0.0000,0.0511,0.0000,0.0115,0.000,32.41,32.0,3,2048
69376590,-0.132,-0.132,0.0000,-0.0023,0.0000,0.0159,0.000,32.41,32.0,3,2048
69377591,-0.132,-0.132,0.0000,-0.0099,0.0000,0.0203,0.000,32.41,32.0,3,2048
69378911,-0.132,-0.132,0.0000,-0.1091,0.0000,0.0225,0.000,32.41,32.0,3,2048
69379645,-0.132,-0.132,0.0000,0.0771,0.0000,0.0027,0.000,32.41,32.0,3,2048
69380560,-0.132,-0.132,0.0000,-0.0328,0.0000,-0.0016,0.000,32.41,32.0,3,2048
69381593,-0.132,-0.132,0.0000,-0.0374,0.0000,-0.0093,0.000,32.41,32.0,3,2048
69382609,-0.132,-0.132,0.0000,-0.0160,0.0000,-0.0170,0.000,32.41,32.0,3,2048
69383907,-0.132,-0.132,0.0000,0.0008,0.0000,0.0137,0.000,32.41,32.0,3,2048
69384586,-0.132,-0.132,0.0000,0.1350,0.0000,0.0236,0.000,32.41,32.0,3,2048
69385587,-0.132,-0.132,0.0000,-0.0008,0.0000,-0.0159,0.000,32.41,32.0,3,2048
69386582,-0.132,-0.132,0.0000,-0.0816,0.0000,-0.0115,0.000,32.41,32.0,3,2048
69387582,-0.132,-0.132,0.0000,0.0511,0.0000,-0.0049,0.000,32.41,32.0,3,2048
69388903,-0.132,-0.132,0.0000,0.0023,0.0000,0.0060,0.000,32.41,32.0,3,2048
69389587,-0.132,-0.132,0.0000,-0.0206,0.0000,0.0093,0.000,32.41,32.0,3,2048
69390587,-0.132,-0.132,0.0000,-0.0694,0.0000,-0.0445,0.000,32.41,32.0,3,2048
69391909,-0.132,-0.132,0.0000,0.0130,0.0000,0.0104,0.000,32.41,32.0,3,2048
69392556,-0.132,-0.132,0.0000,0.0237,0.0000,0.0137,0.000,32.41,32.0,3,2048
69393924,-0.132,-0.132,0.0000,0.0099,0.0000,0.0093,0.000,32.41,32.0,3,2048
69394610,-0.132,-0.132,0.0000,-0.0206,0.0000,0.0203,0.000,32.41,32.0,3,2048
69395929,-0.132,-0.132,0.0000,-0.1122,0.0000,-0.0049,0.000,32.41,32.0,3,2048
69396607,-0.132,-0.132,0.0000,0.0298,0.0000,-0.0522,0.000,32.41,32.0,3,2048
69397560,-0.132,-0.132,0.0000,-0.1183,0.0000,0.0269,0.000,32.41,32.0,3,2048
69398881,-0.132,-0.132,0.0000,0.0938,0.0000,-0.0258,0.000,32.41,32.0,3,2048
69399620,-0.132,-0.132,0.0000,-0.0298,0.0000,0.0214,0.000,32.41,32.0,3,2048
69400560,-0.132,-0.132,0.0000,-0.0160,0.0000,0.0038,0.000,32.41,32.0,3,2048
69401571,-0.132,-0.132,0.0000,-0.0191,0.0000,-0.0049,0.000,32.41,32.0,3,2048
69402555,-0.132,-0.132,0.0000,-0.0130,0.0000,-0.0027,0.000,32.41,32.0,3,2048
69403928,-0.132,-0.132,0.0000,0.1244,0.0000,-0.0060,0.000,32.41,32.0,3,2048
69404559,-0.132,-0.132,0.0000,0.0069,0.0000,0.0148,0.000,32.41,32.0,3,2048
69405576,-0.132,-0.132,0.0000,0.0237,0.0000,0.0181,0.000,32.41,32.0,3,2048
69406555,-0.132,-0.132,0.0000,-0.0282,0.0000,0.0027,0.000,32.41,32.0,3,2048
69407610,-0.132,-0.132,0.0000,-0.0847,0.0000,-0.0192,0.000,32.41,32.0,3,2048
69408883,-0.132,-0.132,0.0000,-0.0557,0.0000,0.0093,0.000,32.41,32.0,3,2048
69409575,-0.132,-0.132,0.0000,0.0557,0.0000,-0.0302,0.000,32.41,32.0,3,2048
69410560,-0.132,-0.132,0.0000,-0.0160,0.0000,0.0599,0.000,32.41,32.0,3,2048
69411926,-0.132,-0.132,0.0000,0.0298,0.0000,-0.0159,0.000,32.41,32.0,3,2048
69412559,-0.132,-0.132,0.0000,0.0633,0.0000,-0.0302,0.000,32.41,32.0,3,2048
69413895,-0.132,-0.132,0.0000,0.0679,0.0000,-0.0269,0.000,32.41,32.0,3,2048
69414558,-0.132,-0.132,0.0000,0.0145,0.0000,0.0126,0.000,32.41,32.0,3,2048
69415937,-0.132,-0.132,0.0000,0.0298,0.0000,-0.0236,0.000,32.41,32.0,3,2048
69416556,-0.132,-0.132,0.0000,0.0114,0.0000,0.0027,0.000,32.41,32.0,3,2048
69417576,-0.132,-0.132,0.0000,0.0633,0.0000,-0.0093,0.000,32.41,32.0,3,2048
69418878,-0.132,-0.132,0.0000,0.0374,0.0000,-0.0148,0.000,32.41,32.0,3,2048
69419676,-0.132,-0.132,0.0000,0.0557,0.0000,0.0071,0.000,32.41,32.0,3,2048
69420561,-0.132,-0.132,0.0000,-0.0496,0.0000,0.0159,0.000,32.41,32.0,3,2048
69421554,-0.132,-0.132,0.0000,-0.1228,0.0000,0.0060,0.000,32.41,32.0,3,2048
69422555,-0.132,-0.132,0.0000,-0.1137,0.0000,-0.0236,0.000,32.41,32.0,3,2048
69423882,-0.132,-0.132,0.0000,-0.0648,0.0000,0.0137,0.000,32.41,32.0,3,2048
69424625,-0.132,-0.132,0.0000,-0.0359,0.0000,-0.0247,0.000,32.41,32.0,3,2048
69425622,-0.132,-0.132,0.0000,-0.0221,0.0000,-0.0214,0.000,32.41,32.0,3,2048
69426586,-0.132,-0.132,0.0000,-0.0374,0.0000,-0.0269,0.000,32.41,32.0,3,2048
69427583,-0.132,-0.132,0.0000,-0.0877,0.0000,0.0005,0.000,32.41,32.0,3,2048
69428906,-0.132,-0.132,0.0000,0.0862,0.0000,-0.0126,0.000,32.41,32.0,3,2048
69429636,-0.132,-0.132,0.0000,-0.0832,0.0000,0.0093,0.000,32.41,32.0,3,2048
69430588,-0.132,-0.132,0.0000,0.0526,0.0000,0.0203,0.000,32.41,32.0,3,2048
69431878,-0.132,-0.132,0.0000,-0.1762,0.0000,-0.0093,0.000,32.41,32.0,3,2048
69432616,-0.132,-0.132,0.0000,-0.0557,0.0000,0.0148,0.000,32.41,32.0,3,2048
69433906,-0.132,-0.132,0.0000,-0.0862,0.0000,0.0071,0.000,32.41,32.0,3,2048
69434587,-0.132,-0.132,0.0000,-0.0313,0.0000,0.0104,0.000,32.41,32.0,3,2048
69435907,-0.132,-0.132,0.0000,-0.1244,0.0000,0.0016,0.000,32.41,32.0,3,2048
69436585,-0.132,-0.132,0.0000,-0.0420,0.0000,-0.0192,0.000,32.41,32.0,3,2048
69437585,-0.132,-0.132,0.0000,0.0267,0.0000,0.0148,0.000,32.41,32.0,3,2048
69438901,-0.132,-0.132,0.0000,0.0710,0.0000,-0.0247,0.000,32.41,32.0,3,2048
69439585,-0.132,-0.132,0.0000,0.0267,0.0000,-0.0071,0.000,32.41,32.0,3,2048
69440585,-0.132,-0.132,0.0000,-0.0130,0.0000,-0.0203,0.000,32.41,32.0,3,2048
69441580,-0.132,-0.132,0.0000,-0.1060,0.0000,0.0291,0.000,32.41,32.0,3,2048
69442589,-0.132,-0.132,0.0000,-0.0023,0.0000,0.0027,0.000,32.41,32.0,3,2048
69443886,-0.132,-0.132,0.0000,0.0328,0.0000,-0.0060,0.000,32.41,32.0,3,2048
69444571,-0.132,-0.132,0.0000,-0.0618,0.0000,-0.0236,0.000,32.41,32.0,3,2048
69445608,-0.132,-0.132,0.0000,-0.0099,0.0000,0.0093,0.000,32.41,32.0,3,2048
69446604,-0.132,-0.132,0.0000,0.0023,0.0000,-0.0181,0.000,32.41,32.0,3,2048
69447607,-0.132,-0.132,0.0000,0.0053,0.0000,-0.0027,0.000,32.41,32.0,3,2048
69448887,-0.132,-0.132,0.0000,-0.0114,0.0000,0.0005,0.000,32.41,32.0,3,2048
69449616,-0.132,-0.132,0.0000,0.0572,0.0000,0.0269,0.000,32.41,32.0,3,2048
69450563,-0.132,-0.132,0.0000,-0.0465,0.0000,0.0005,0.000,32.41,32.0,3,2048
69451887,-0.132,-0.132,0.0000,0.0237,0.0000,-0.0269,0.000,32.41,32.0,3,2048
69452556,-0.132,-0.132,0.0000,0.0023,0.0000,0.0335,0.000,32.41,32.0,3,2048
69453927,-0.132,-0.132,0.0000,0.0389,0.0000,0.0302,0.000,32.41,32.0,3,2048
69454563,-0.132,-0.132,0.0000,-0.0221,0.0000,-0.0115,0.000,32.41,32.0,3,2048
69455897,-0.132,-0.132,0.0000,-0.0145,0.0000,0.0049,0.000,32.41,32.0,3,2048
69456559,-0.132,-0.132,0.0000,-0.0206,0.0000,-0.0170,0.000,32.41,32.0,3,2048
69457611,-0.132,-0.132,0.0000,0.0114,0.0000,-0.0137,0.000,32.41,32.0,3,2048
69458888,-0.132,-0.132,0.0000,0.0481,0.0000,0.0181,0.000,32.41,32.0,3,2048
69459575,-0.132,-0.132,0.0000,-0.0908,0.0000,-0.0071,0.000,32.41,32.0,3,2048
69460560,-0.132,-0.132,0.0000,-0.1274,0.0000,-0.0038,0.000,32.41,32.0,3,2048
69461605,-0.132,-0.132,0.0000,0.0114,0.0000,0.0027,0.000,32.41,32.0,3,2048
69462562,-0.132,-0.132,0.0000,-0.0435,0.0000,-0.0159,0.000,32.41,32.0,3,2048
69463896,-0.132,-0.132,0.0000,0.1579,0.0000,0.0005,0.000,32.41,32.0,3,2048
69464558,-0.132,-0.132,0.0000,-0.1350,0.0000,0.0049,0.000,32.41,32.0,3,2048
69465610,-0.132,-0.132,0.0000,-0.0786,0.0000,-0.0071,0.000,32.41,32.0,3,2048
69466562,-0.132,-0.132,0.0000,0.0298,0.0000,-0.0192,0.000,32.41,32.0,3,2048
69467571,-0.132,-0.132,0.0000,-0.0496,0.0000,-0.0071,0.000,32.41,32.0,3,2048
69468881,-0.132,-0.132,0.0000,-0.0298,0.0000,0.0445,0.000,32.41,32.0,3,2048
69469677,-0.132,-0.132,0.0000,-0.1015,0.0000,-0.0104,0.000,32.41,32.0,3,2048
69470561,-0.132,-0.132,0.0000,-0.0648,0.0000,-0.0225,0.000,32.41,32.0,3,2048
69471874,-0.132,-0.132,0.0000,0.0740,0.0000,0.0093,0.000,32.41,32.0,3,2048
69472556,-0.132,-0.132,0.0000,0.0710,0.0000,-0.0049,0.000,32.41,32.0,3,2048
69473881,-0.132,-0.132,0.0000,-0.0343,0.0000,-0.0093,0.000,32.41,32.0,3,2048
69474627,-0.132,-0.132,0.0000,-0.0175,0.0000,0.0071,0.000,32.41,32.0,3,2048
69475912,-0.132,-0.132,0.0000,-0.1411,0.0000,-0.0038,0.000,32.41,32.0,3,2048
69476628,-0.132,-0.132,0.0000,-0.0389,0.0000,-0.0126,0.000,32.41,32.0,3,2048
69477591,-0.132,-0.132,0.0000,0.0023,0.0000,-0.0082,0.000,32.41,32.0,3,2048
69478909,-0.132,-0.132,0.0000,-0.0557,0.0000,-0.0071,0.000,32.41,32.0,3,2048
69479587,-0.132,-0.132,0.0000,0.0038,0.0000,0.0060,0.000,32.41,32.0,3,2048
69480658,-0.132,-0.132,0.0000,-0.0084,0.0000,-0.0060,0.000,32.41,32.0,3,2048
69481556,-0.132,-0.132,0.0000,-0.0969,0.0000,-0.0159,0.000,32.41,32.0,3,2048
69482589,-0.132,-0.132,0.0000,-0.0343,0.0000,0.0214,0.000,32.41,32.0,3,2048
69483930,-0.132,-0.132,0.0000,-0.0557,0.0000,0.0071,0.000,32.41,32.0,3,2048
69484589,-0.132,-0.132,0.0000,0.0420,0.0000,-0.0005,0.000,32.41,32.0,3,2048
69485588,-0.132,-0.132,0.0000,-0.0877,0.0000,-0.0192,0.000,32.41,32.0,3,2048
69486582,-0.132,-0.132,0.0000,-0.0450,0.0000,0.0291,0.000,32.41,32.0,3,2048
69487582,-0.132,-0.132,0.0000,-0.0526,0.0000,0.0247,0.000,32.41,32.0,3,2048
69488901,-0.132,-0.132,0.0000,0.0420,0.0000,-0.0269,0.000,32.41,32.0,3,2048
69489587,-0.132,-0.132,0.0000,0.0114,0.0000,-0.0082,0.000,32.41,32.0,3,2048
69490588,-0.132,-0.132,0.0000,0.0526,0.0000,0.0247,0.000,32.41,32.0,3,2048
69491902,-0.132,-0.132,0.0000,-0.1854,0.0000,0.0005,0.000,32.41,32.0,3,2048
69492588,-0.132,-0.132,0.0000,-0.0130,0.0000,-0.0027,0.000,32.41,32.0,3,2048
69493882,-0.132,-0.132,0.0000,0.0130,0.0000,-0.0038,0.000,32.41,32.0,3,2048
69494564,-0.132,-0.132,0.0000,0.0664,0.0000,-0.0280,0.000,32.41,32.0,3,2048
69495933,-0.132,-0.132,0.0000,0.0862,0.0000,0.0335,0.000,32.41,32.0,3,2048
69496611,-0.132,-0.132,0.0000,-0.0130,0.0000,0.0148,0.000,32.41,32.0,3,2048
69497615,-0.132,-0.132,0.0000,-0.0206,0.0000,-0.0203,0.000,32.41,32.0,3,2048
69498884,-0.132,-0.132,0.0000,-0.0832,0.0000,-0.0115,0.000,32.41,32.0,3,2048
69499620,-0.132,-0.132,0.0000,0.0191,0.0000,-0.0192,0.000,32.41,32.0,3,2048
69500560,-0.132,-0.132,0.0000,0.0175,0.0000,0.0016,0.000,32.41,32.0,3,2048
69501571,-0.132,-0.132,0.0000,0.0252,0.0000,-0.0060,0.000,32.41,32.0,3,2048
69502555,-0.132,-0.132,0.0000,0.0267,0.0000,0.0005,0.000,32.41,32.0,3,2048
69503928,-0.132,-0.132,0.0000,0.0023,0.0000,0.0368,0.000,32.41,32.0,3,2048
69504559,-0.132,-0.132,0.0000,-0.0114,0.0000,-0.0346,0.000,32.41,32.0,3,2048
69505576,-0.132,-0.132,0.0000,-0.0252,0.0000,0.0181,0.000,32.41,32.0,3,2048
69506555,-0.132,-0.132,0.0000,-0.0633,0.0000,0.0159,0.000,32.41,32.0,3,2048
69507610,-0.132,-0.132,0.0000,0.0465,0.0000,-0.0016,0.000,32.41,32.0,3,2048
69508883,-0.132,-0.132,0.0000,0.0725,0.0000,0.0214,0.000,32.41,32.0,3,2048
69509575,-0.132,-0.132,0.0000,-0.0175,0.0000,-0.0203,0.000,32.41,32.0,3,2048
69510560,-0.132,-0.132,0.0000,-0.0191,0.0000,0.0038,0.000,32.41,32.0,3,2048
69511923,-0.132,-0.132,0.0000,0.1122,0.0000,0.0192,0.000,32.41,32.0,3,2048
69512559,-0.132,-0.132,0.0000,-0.0237,0.0000,-0.0016,0.000,32.41,32.0,3,2048
69513895,-0.132,-0.132,0.0000,0.0435,0.0000,0.0082,0.000,32.41,32.0,3,2048
69514558,-0.132,-0.132,0.0000,0.0145,0.0000,0.0115,0.000,32.41,32.0,3,2048
69515938,-0.132,-0.132,0.0000,0.0725,0.0000,-0.0258,0.000,32.41,32.0,3,2048
69516556,-0.132,-0.132,0.0000,-0.0542,0.0000,0.0456,0.000,32.41,32.0,3,2048
69517576,-0.132,-0.132,0.0000,0.1198,0.0000,-0.0247,0.000,32.41,32.0,3,2048
69518876,-0.132,-0.132,0.0000,0.0740,0.0000,0.0181,0.000,32.41,32.0,3,2048
69519676,-0.132,-0.132,0.0000,-0.0877,0.0000,-0.0060,0.000,32.41,32.0,3,2048
69520561,-0.132,-0.132,0.0000,0.0252,0.0000,0.0093,0.000,32.41,32.0,3,2048
69521555,-0.132,-0.132,0.0000,-0.1198,0.0000,-0.0203,0.000,32.41,32.0,3,2048
69522555,-0.132,-0.132,0.0000,0.0130,0.0000,-0.0049,0.000,32.41,32.0,3,2048
69523882,-0.132,-0.132,0.0000,-0.0130,0.0000,-0.0170,0.000,32.41,32.0,3,2048
69524625,-0.132,-0.132,0.0000,0.1274,0.0000,-0.0060,0.000,32.41,32.0,3,2048
69525624,-0.132,-0.132,0.0000,-0.1091,0.0000,0.0159,0.000,32.41,32.0,3,2048
69526584,-0.132,-0.132,0.0000,0.0526,0.0000,0.0005,0.000,32.41,32.0,3,2048
69527584,-0.132,-0.132,0.0000,-0.1060,0.0000,0.0148,0.000,32.41,32.0,3,2048
69528905,-0.132,-0.132,0.0000,0.0832,0.0000,-0.0225,0.000,32.41,32.0,3,2048
69529652,-0.132,-0.132,0.0000,-0.0786,0.0000,0.0236,0.000,32.41,32.0,3,2048
69530561,-0.132,-0.132,0.0000,-0.0923,0.0000,0.0082,0.000,32.41,32.0,3,2048
69531874,-0.132,-0.132,0.0000,0.0282,0.0000,-0.0005,0.000,32.41,32.0,3,2048
69532622,-0.132,-0.132,0.0000,0.0603,0.0000,-0.0401,0.000,32.41,32.0,3,2048
69533907,-0.132,-0.132,0.0000,-0.0328,0.0000,-0.0401,0.000,32.41,32.0,3,2048
69534589,-0.132,-0.132,0.0000,-0.0832,0.0000,0.0016,0.000,32.41,32.0,3,2048
69535910,-0.132,-0.132,0.0000,-0.0069,0.0000,-0.0093,0.000,32.41,32.0,3,2048
69536587,-0.132,-0.132,0.0000,-0.0023,0.0000,-0.0016,0.000,32.41,32.0,3,2048
69537587,-0.132,-0.132,0.0000,-0.0038,0.0000,0.0148,0.000,32.41,32.0,3,2048
69538903,-0.132,-0.132,0.0000,-0.0389,0.0000,-0.0225,0.000,32.41,32.0,3,2048
69539587,-0.132,-0.132,0.0000,0.0359,0.0000,0.0093,0.000,32.41,32.0,3,2048
69540587,-0.132,-0.132,0.0000,0.0572,0.0000,0.0324,0.000,32.41,32.0,3,2048
69541582,-0.132,-0.132,0.0000,-0.0435,0.0000,-0.0368,0.000,32.41,32.0,3,2048
69542586,-0.132,-0.132,0.0000,0.0587,0.0000,-0.0159,0.000,32.41,32.0,3,2048
69543883,-0.132,-0.132,0.0000,-0.0526,0.0000,0.0016,0.000,32.41,32.0,3,2048
69544606,-0.132,-0.132,0.0000,0.0053,0.0000,-0.0181,0.000,32.41,32.0,3,2048
69545611,-0.132,-0.132,0.0000,-0.0618,0.0000,0.0225,0.000,32.41,32.0,3,2048
69546606,-0.132,-0.132,0.0000,0.0237,0.0000,0.0093,0.000,32.41,32.0,3,2048
69547609,-0.132,-0.132,0.0000,-0.0175,0.0000,-0.0148,0.000,32.41,32.0,3,2048
69548882,-0.132,-0.132,0.0000,0.0145,0.0000,-0.0148,0.000,32.41,32.0,3,2048
69549616,-0.132,-0.132,0.0000,0.0938,0.0000,-0.0005,0.000,32.41,32.0,3,2048
69550562,-0.132,-0.110,0.0000,0.1106,0.0000,-0.0291,0.000,32.41,32.0,3,2048
