t_us,p_cmd,p_act,v_cmd,v_act,t_cmd,t_act,iq,vbus,temp,state,events
50873881,0.000,-0.132,0.0000,-0.0847,0.0000,0.0357,0.000,32.41,32.0,3,2048
50874621,0.000,-0.110,0.0000,0.0771,0.0000,-0.0192,0.000,32.41,32.0,3,2048
50875911,0.000,-0.110,0.0000,-0.0618,0.0000,-0.0016,0.000,32.41,32.0,3,2048
50876628,0.000,-0.110,0.0000,0.0084,0.0000,-0.0401,0.000,32.41,32.0,3,2048
50877591,0.000,-0.110,0.0000,-0.0328,0.0000,0.0049,0.000,32.41,32.0,3,2048
50878904,0.000,-0.110,0.0000,-0.0801,0.0000,0.0049,0.000,32.41,32.0,3,2048
50879588,0.000,-0.110,0.0000,0.0801,0.0000,0.0049,0.000,32.41,32.0,3,2048
50880663,0.000,-0.132,0.0000,-0.0771,0.0000,-0.0170,0.000,32.41,32.0,3,2048
50881557,0.000,-0.110,0.0000,0.0282,0.0000,0.0071,0.000,32.41,32.0,3,2048
50882555,0.000,-0.110,0.0000,-0.0038,0.0000,0.0247,0.000,32.41,32.0,3,2048
50883935,0.000,-0.110,0.0000,-0.0359,0.0000,-0.0126,0.000,32.41,32.0,3,2048
50884587,0.000,-0.110,0.0000,0.0282,0.0000,0.0082,0.000,32.41,32.0,3,2048
50885588,0.000,-0.110,0.0000,0.0191,0.0000,0.0027,0.000,32.41,32.0,3,2048
50886582,0.000,-0.110,0.0000,0.1213,0.0000,-0.0225,0.000,32.41,32.0,3,2048
50887582,0.000,-0.110,0.0000,-0.1228,0.0000,0.0170,0.000,32.41,32.0,3,2048
50888904,0.000,-0.110,0.0000,-0.0282,0.0000,0.0027,0.000,32.41,32.0,3,2048
50889586,0.000,-0.110,0.0000,-0.0893,0.0000,0.0104,0.000,32.41,32.0,3,2048
50890588,0.000,-0.110,0.0000,0.0099,0.0000,-0.0280,0.000,32.41,32.0,3,2048
50891900,0.000,-0.110,0.0000,0.0923,0.0000,0.0324,0.000,32.41,32.0,3,2048
50892591,0.000,-0.132,0.0000,-0.0725,0.0000,-0.0137,0.000,32.41,32.0,3,2048
50893882,0.000,-0.110,0.0000,-0.0755,0.0000,-0.0071,0.000,32.41,32.0,3,2048
50894555,0.000,-0.110,0.0000,-0.0206,0.0000,0.0104,0.000,32.41,32.0,3,2048
50895935,0.000,-0.110,0.0000,-0.0343,0.0000,0.0027,0.000,32.41,32.0,3,2048
50896611,0.000,-0.132,0.0000,-0.0023,0.0000,0.0060,0.000,32.41,32.0,3,2048
50897594,0.000,-0.132,0.0000,-0.0847,0.0000,-0.0093,0.000,32.41,32.0,3,2048
50898885,0.000,-0.110,0.0000,0.1991,0.0000,-0.0049,0.000,32.41,32.0,3,2048
50899555,0.000,-0.110,0.0000,-0.0465,0.0000,0.0357,0.000,32.41,32.0,3,2048
50900625,0.000,-0.110,0.0000,-0.0069,0.0000,-0.0049,0.000,32.41,32.0,3,2048
50901556,0.000,-0.110,0.0000,0.0481,0.0000,0.0005,0.000,32.41,32.0,3,2048
50902571,0.000,-0.110,0.0000,0.0221,0.0000,0.0357,0.000,32.41,32.0,3,2048
50903883,0.000,-0.110,0.0000,0.0755,0.0000,-0.0181,0.000,32.41,32.0,3,2048
50904611,0.000,-0.110,0.0000,0.0237,0.0000,0.0170,0.000,32.41,32.0,3,2048
50905561,0.000,-0.110,0.0000,0.0008,0.0000,0.0269,0.000,32.41,32.0,3,2048
50906572,0.000,-0.132,0.0000,-0.1427,0.0000,-0.0192,0.000,32.41,32.0,3,2048
50907555,0.000,-0.132,0.0000,0.0557,0.0000,-0.0082,0.000,32.41,32.0,3,2048
50908927,0.000,-0.110,0.0000,-0.0420,0.0000,0.0049,0.000,32.41,32.0,3,2048
50909561,0.000,-0.132,0.0000,-0.0298,0.0000,-0.0236,0.000,32.41,32.0,3,2048
50910578,0.000,-0.110,0.0000,-0.0130,0.0000,0.0159,0.000,32.41,32.0,3,2048
50911868,0.000,-0.110,0.0000,-0.0496,0.0000,-0.0104,0.000,32.41,32.0,3,2048
50912609,0.000,-0.110,0.0000,0.0038,0.0000,0.0027,0.000,32.41,32.0,3,2048
50913883,0.000,-0.110,0.0000,-0.0069,0.0000,0.0071,0.000,32.41,32.0,3,2048
50914576,0.000,-0.110,0.0000,-0.0420,0.0000,0.0148,0.000,32.41,32.0,3,2048
50915880,0.000,-0.110,0.0000,-0.0237,0.0000,0.0082,0.000,32.41,32.0,3,2048
50916611,0.000,-0.110,0.0000,-0.0572,0.0000,0.0049,0.000,32.41,32.0,3,2048
50917561,0.000,-0.110,0.0000,-0.0557,0.0000,0.0115,0.000,32.41,32.0,3,2048
50918901,0.000,-0.110,0.0000,0.0175,0.0000,-0.0280,0.000,32.41,32.0,3,2048
50919555,0.000,-0.110,0.0000,-0.0450,0.0000,-0.0005,0.000,32.41,32.0,3,2048
50920688,0.000,-0.110,0.0000,0.0023,0.0000,0.0225,0.000,32.41,32.0,3,2048
50921557,0.000,-0.110,0.0000,0.0023,0.0000,0.0115,0.000,32.41,32.0,3,2048
50922555,0.000,-0.110,0.0000,0.0282,0.0000,0.0203,0.000,32.41,32.0,3,2048
50923939,0.000,-0.110,0.0000,0.0633,0.0000,-0.0291,0.000,32.41,32.0,3,2048
50924589,0.000,-0.110,0.0000,0.0298,0.0000,0.0104,0.000,32.41,32.0,3,2048
50925589,0.000,-0.110,0.0000,0.0038,0.0000,0.0005,0.000,32.41,32.0,3,2048
50926582,0.000,-0.110,0.0000,0.0618,0.0000,-0.0027,0.000,32.41,32.0,3,2048
50927582,0.000,-0.110,0.0000,0.0587,0.0000,0.0027,0.000,32.41,32.0,3,2048
50928903,0.000,-0.110,0.0000,-0.0053,0.0000,-0.0148,0.000,32.41,32.0,3,2048
50929587,0.000,-0.110,0.0000,-0.0267,0.0000,0.0159,0.000,32.41,32.0,3,2048
50930587,0.000,-0.110,0.0000,0.0313,0.0000,-0.0049,0.000,32.41,32.0,3,2048
50931900,0.000,-0.132,0.0000,-0.0252,0.0000,-0.0258,0.000,32.41,32.0,3,2048
50932590,0.000,-0.110,0.0000,0.0816,0.0000,0.0170,0.000,32.41,32.0,3,2048
50933883,0.000,-0.110,0.0000,0.0587,0.0000,0.0115,0.000,32.41,32.0,3,2048
50934563,0.000,-0.110,0.0000,-0.0069,0.0000,-0.0192,0.000,32.41,32.0,3,2048
50935934,0.000,-0.110,0.0000,0.0832,0.0000,0.0071,0.000,32.41,32.0,3,2048
50936610,0.000,-0.110,0.0000,0.0816,0.0000,-0.0302,0.000,32.41,32.0,3,2048
50937614,0.000,-0.132,0.0000,-0.0832,0.0000,0.0181,0.000,32.41,32.0,3,2048
50938887,0.000,-0.110,0.0000,0.0282,0.0000,0.0093,0.000,32.41,32.0,3,2048
50939616,0.000,-0.110,0.0000,0.0008,0.0000,0.0126,0.000,32.41,32.0,3,2048
50940561,0.000,-0.110,0.0000,0.0450,0.0000,0.0038,0.000,32.41,32.0,3,2048
50941571,0.000,-0.110,0.0000,0.0450,0.0000,0.0104,0.000,32.41,32.0,3,2048
50942555,0.000,-0.110,0.0000,-0.0099,0.0000,0.0269,0.000,32.41,32.0,3,2048
50943926,0.000,-0.110,0.0000,0.0725,0.0000,-0.0148,0.000,32.41,32.0,3,2048
50944561,0.000,-0.110,0.0000,0.0542,0.0000,0.0269,0.000,32.41,32.0,3,2048
50945577,0.000,-0.110,0.0000,-0.0847,0.0000,0.0016,0.000,32.41,32.0,3,2048
50946555,0.000,-0.110,0.0000,-0.0069,0.0000,0.0049,0.000,32.41,32.0,3,2048
50947608,0.000,-0.110,0.0000,-0.0099,0.0000,0.0192,0.000,32.41,32.0,3,2048
50948883,0.000,-0.110,0.0000,-0.0221,0.0000,-0.0148,0.000,32.41,32.0,3,2048
50949576,0.000,-0.110,0.0000,0.0359,0.0000,-0.0093,0.000,32.41,32.0,3,2048
50950560,0.000,-0.110,0.0000,-0.0160,0.0000,0.0181,0.000,32.41,32.0,3,2048
50951921,0.000,-0.132,0.0000,-0.0740,0.0000,-0.0214,0.000,32.41,32.0,3,2048
50952561,0.000,-0.110,0.0000,-0.0221,0.0000,0.0104,0.000,32.41,32.0,3,2048
50953896,0.000,-0.132,0.0000,0.0206,0.0000,0.0346,0.000,32.41,32.0,3,2048
50954558,0.000,-0.110,0.0000,0.0648,0.0000,-0.0159,0.000,32.41,32.0,3,2048
50955934,0.000,-0.110,0.0000,0.0816,0.0000,0.0335,0.000,32.41,32.0,3,2048
50956557,0.000,-0.132,0.0000,-0.0374,0.0000,0.0115,0.000,32.41,32.0,3,2048
50957577,0.000,-0.110,0.0000,0.1503,0.0000,0.0027,0.000,32.41,32.0,3,2048
50958878,0.000,-0.132,0.0000,-0.1060,0.0000,-0.0104,0.000,32.41,32.0,3,2048
50959611,0.000,-0.110,0.0000,-0.1030,0.0000,0.0390,0.000,32.41,32.0,3,2048
50960561,0.000,-0.110,0.0000,-0.0389,0.0000,-0.0357,0.000,32.41,32.0,3,2048
50961572,0.000,-0.110,0.0000,0.0984,0.0000,0.0093,0.000,32.41,32.0,3,2048
50962555,0.000,-0.110,0.0000,0.0160,0.0000,0.0335,0.000,32.41,32.0,3,2048
50963927,0.000,-0.110,0.0000,0.0587,0.0000,0.0038,0.000,32.41,32.0,3,2048
50964561,0.000,-0.110,0.0000,0.0145,0.0000,0.0049,0.000,32.41,32.0,3,2048
50965578,0.000,-0.110,0.0000,0.0481,0.0000,0.0027,0.000,32.41,32.0,3,2048
50966555,0.000,-0.110,0.0000,0.0069,0.0000,0.0049,0.000,32.41,32.0,3,2048
50967608,0.000,-0.132,0.0000,-0.1473,0.0000,0.0016,0.000,32.41,32.0,3,2048
50968884,0.000,-0.110,0.0000,0.0359,0.0000,-0.0027,0.000,32.41,32.0,3,2048
50969576,0.000,-0.110,0.0000,0.0771,0.0000,-0.0115,0.000,32.41,32.0,3,2048
50970560,0.000,-0.110,0.0000,0.0145,0.0000,0.0170,0.000,32.41,32.0,3,2048
50972001,0.000,-0.110,0.0000,-0.0710,0.0000,0.0357,0.000,32.41,32.0,3,2048
50972558,0.000,-0.110,0.0000,-0.0084,0.0000,-0.0489,0.000,32.41,32.0,3,2048
50973881,0.000,-0.132,0.0000,-0.0374,0.0000,-0.0522,0.000,32.41,32.0,3,2048
50974555,0.000,-0.110,0.0000,-0.0496,0.0000,0.0302,0.000,32.41,32.0,3,2048
50975884,0.000,-0.110,0.0000,0.0298,0.0000,-0.0126,0.000,32.41,32.0,3,2048
50976620,0.000,-0.110,0.0000,-0.1320,0.0000,-0.0104,0.000,32.41,32.0,3,2048
50977589,0.000,-0.132,0.0000,0.0008,0.0000,0.0115,0.000,32.41,32.0,3,2048
50978941,0.000,-0.110,0.0000,0.0450,0.0000,-0.0346,0.000,32.41,32.0,3,2048
50979593,0.000,-0.132,0.0000,-0.0740,0.0000,0.0203,0.000,32.41,32.0,3,2048
50980591,0.000,-0.110,0.0000,0.1259,0.0000,-0.0137,0.000,32.41,32.0,3,2048
50981590,0.000,-0.110,0.0000,-0.0526,0.0000,0.0324,0.000,32.41,32.0,3,2048
50982649,0.000,-0.110,0.0000,0.0343,0.0000,-0.0236,0.000,32.41,32.0,3,2048
50983882,0.000,-0.110,0.0000,0.0374,0.0000,-0.0016,0.000,32.41,32.0,3,2048
50984590,0.000,-0.132,0.0000,-0.0633,0.0000,0.0159,0.000,32.41,32.0,3,2048
50985614,0.000,-0.110,0.0000,0.0069,0.0000,-0.0335,0.000,32.41,32.0,3,2048
50986586,0.000,-0.110,0.0000,0.0847,0.0000,0.0335,0.000,32.41,32.0,3,2048
50987582,0.000,-0.110,0.0000,0.0694,0.0000,0.0137,0.000,32.41,32.0,3,2048
50988904,0.000,-0.132,0.0000,-0.1030,0.0000,-0.0324,0.000,32.41,32.0,3,2048
50989586,0.000,-0.132,0.0000,-0.0160,0.0000,0.0137,0.000,32.41,32.0,3,2048
50990587,0.000,-0.110,0.0000,-0.0237,0.0000,-0.0357,0.000,32.41,32.0,3,2048
50991900,0.000,-0.110,0.0000,-0.1274,0.0000,-0.0236,0.000,32.41,32.0,3,2048
50992585,0.000,-0.110,0.0000,-0.0404,0.0000,0.0148,0.000,32.41,32.0,3,2048
50993914,0.000,-0.110,0.0000,-0.0359,0.0000,0.0225,0.000,32.41,32.0,3,2048
50994559,0.000,-0.110,0.0000,-0.0465,0.0000,-0.0060,0.000,32.41,32.0,3,2048
50995878,0.000,-0.132,0.0000,-0.1060,0.0000,0.0082,0.000,32.41,32.0,3,2048
50996575,0.000,-0.110,0.0000,0.0191,0.0000,-0.0016,0.000,32.41,32.0,3,2048
50997614,0.000,-0.132,0.0000,-0.0954,0.0000,-0.0038,0.000,32.41,32.0,3,2048
50998923,0.000,-0.110,0.0000,0.1671,0.0000,-0.0005,0.000,32.41,32.0,3,2048
50999614,0.000,-0.132,0.0000,0.0481,0.0000,-0.0236,0.000,32.41,32.0,3,2048
51000563,0.000,-0.110,0.0000,0.0282,0.0000,0.0159,0.000,32.41,32.0,3,2048
51001616,0.000,-0.110,0.0000,0.0343,0.0000,0.0214,0.000,32.41,32.0,3,2048
51002556,0.000,-0.110,0.0000,0.0587,0.0000,-0.0225,0.000,32.41,32.0,3,2048
51003901,0.000,-0.110,0.0000,0.0114,0.0000,-0.0170,0.000,32.41,32.0,3,2048
51004557,0.000,-0.110,0.0000,0.0725,0.0000,0.0181,0.000,32.41,32.0,3,2048
51005613,0.000,-0.110,0.0000,-0.0633,0.0000,-0.0038,0.000,32.41,32.0,3,2048
51006556,0.000,-0.110,0.0000,0.0740,0.0000,0.0027,0.000,32.41,32.0,3,2048
51007572,0.000,-0.110,0.0000,-0.0648,0.0000,-0.0005,0.000,32.41,32.0,3,2048
51008883,0.000,-0.110,0.0000,0.0710,0.0000,-0.0159,0.000,32.41,32.0,3,2048
51009610,0.000,-0.110,0.0000,-0.0008,0.0000,-0.0247,0.000,32.41,32.0,3,2048
51010561,0.000,-0.132,0.0000,-0.0496,0.0000,-0.0313,0.000,32.41,32.0,3,2048
51011888,0.000,-0.110,0.0000,0.0465,0.0000,0.0192,0.000,32.41,32.0,3,2048
51012556,0.000,-0.110,0.0000,0.0816,0.0000,0.0148,0.000,32.41,32.0,3,2048
51013927,0.000,-0.110,0.0000,0.1183,0.0000,0.0060,0.000,32.41,32.0,3,2048
51014870,0.000,-0.132,0.0000,-0.0343,0.0000,-0.0005,0.000,32.41,32.0,3,2048
51016197,0.000,-0.110,0.0000,0.0938,0.0000,0.0049,0.000,32.41,32.0,3,2048
51016870,0.000,-0.110,0.0000,-0.0786,0.0000,-0.0346,0.000,32.41,32.0,3,2048
51017900,0.000,-0.110,0.0000,0.1167,0.0000,0.0115,0.000,32.41,32.0,3,2048
51019201,0.000,-0.110,0.0000,0.0023,0.0000,0.0269,0.000,32.41,32.0,3,2048
51019875,0.000,-0.110,0.0000,-0.0633,0.0000,-0.0093,0.000,32.41,32.0,3,2048
51020870,0.000,-0.110,0.0000,0.0114,0.0000,-0.0214,0.000,32.41,32.0,3,2048
51021984,0.000,-0.110,0.0000,0.0679,0.0000,0.0280,0.000,32.41,32.0,3,2048
51022870,0.000,-0.110,0.0000,-0.0496,0.0000,0.0027,0.000,32.41,32.0,3,2048
51024200,0.000,-0.110,0.0000,0.0648,0.0000,-0.0082,0.000,32.41,32.0,3,2048
51024869,0.000,-0.110,0.0000,0.0404,0.0000,0.0324,0.000,32.41,32.0,3,2048
51025868,0.000,-0.110,0.0000,-0.0450,0.0000,-0.0016,0.000,32.41,32.0,3,2048
51026866,0.000,-0.110,0.0000,0.0511,0.0000,0.0170,0.000,32.41,32.0,3,2048
51027868,0.000,-0.110,0.0000,0.1564,0.0000,0.0478,0.000,32.41,32.0,3,2048
51029263,0.000,-0.110,0.0000,-0.0587,0.0000,-0.0126,0.000,32.41,32.0,3,2048
51029925,0.000,-0.110,0.0000,0.0084,0.0000,-0.0368,0.000,32.41,32.0,3,2048
51030878,0.000,-0.110,0.0000,0.0999,0.0000,0.0324,0.000,32.41,32.0,3,2048
51032273,0.000,-0.110,0.0000,0.0023,0.0000,0.0467,0.000,32.41,32.0,3,2048
51032575,0.000,-0.110,0.0000,0.0511,0.0000,0.0324,0.000,32.41,32.0,3,2048
51033904,0.000,-0.110,0.0000,-0.0542,0.0000,0.0093,0.000,32.41,32.0,3,2048
51034590,0.000,-0.110,0.0000,0.0374,0.0000,-0.0357,0.000,32.41,32.0,3,2048
51035912,0.000,-0.132,0.0000,-0.0877,0.0000,0.0170,0.000,32.41,32.0,3,2048
51036654,0.000,-0.110,0.0000,0.0038,0.0000,0.0192,0.000,32.41,32.0,3,2048
51037562,0.000,-0.132,0.0000,0.0114,0.0000,-0.0060,0.000,32.41,32.0,3,2048
51038879,0.000,-0.110,0.0000,0.0694,0.0000,-0.0148,0.000,32.41,32.0,3,2048
51039621,0.000,-0.110,0.0000,0.0450,0.0000,0.0005,0.000,32.41,32.0,3,2048
51040591,0.000,-0.110,0.0000,0.1198,0.0000,0.0335,0.000,32.41,32.0,3,2048
51041584,0.000,-0.110,0.0000,-0.0496,0.0000,-0.0335,0.000,32.41,32.0,3,2048
51042582,0.000,-0.110,0.0000,-0.0389,0.0000,0.0104,0.000,32.41,32.0,3,2048
51043903,0.000,-0.110,0.0000,0.1259,0.0000,0.0522,0.000,32.41,32.0,3,2048
51044586,0.000,-0.110,0.0000,0.0832,0.0000,0.0181,0.000,32.41,32.0,3,2048
51045587,0.000,-0.132,0.0000,-0.0679,0.0000,-0.0148,0.000,32.41,32.0,3,2048
51046582,0.000,-0.110,0.0000,0.1228,0.0000,0.0093,0.000,32.41,32.0,3,2048
51047582,0.000,-0.110,0.0000,-0.0710,0.0000,0.0181,0.000,32.41,32.0,3,2048
51048907,0.000,-0.110,0.0000,0.0267,0.0000,-0.0027,0.000,32.41,32.0,3,2048
51049868,0.000,-0.132,0.0000,-0.1137,0.0000,-0.0170,0.000,32.41,32.0,3,2048
51050868,0.000,-0.110,0.0000,0.0496,0.0000,0.0225,0.000,32.41,32.0,3,2048
51052260,0.000,-0.110,0.0000,-0.0008,0.0000,-0.0181,0.000,32.41,32.0,3,2048
51052602,0.000,-0.110,0.0000,-0.0618,0.0000,0.0214,0.000,32.41,32.0,3,2048
51053924,0.000,-0.132,0.0000,-0.0771,0.0000,0.0291,0.000,32.41,32.0,3,2048
51054610,0.000,-0.110,0.0000,0.0893,0.0000,-0.0060,0.000,32.41,32.0,3,2048
51055933,0.000,-0.132,0.0000,-0.1411,0.0000,0.0170,0.000,32.41,32.0,3,2048
51056564,0.000,-0.132,0.0000,0.0099,0.0000,0.0005,0.000,32.41,32.0,3,2048
51057619,0.000,-0.132,0.0000,0.0038,0.0000,-0.0170,0.000,32.41,32.0,3,2048
51058883,0.000,-0.110,0.0000,0.0313,0.0000,-0.0346,0.000,32.41,32.0,3,2048
51059575,0.000,-0.110,0.0000,-0.0175,0.0000,-0.0082,0.000,32.41,32.0,3,2048
51060560,0.000,-0.110,0.0000,0.0221,0.0000,0.0137,0.000,32.41,32.0,3,2048
51061608,0.000,-0.132,0.0000,-0.0130,0.0000,0.0071,0.000,32.41,32.0,3,2048
51062559,0.000,-0.110,0.0000,-0.0313,0.0000,0.0225,0.000,32.41,32.0,3,2048
51063897,0.000,-0.110,0.0000,-0.0465,0.0000,0.0170,0.000,32.41,32.0,3,2048
51064558,0.000,-0.110,0.0000,-0.0999,0.0000,-0.0159,0.000,32.41,32.0,3,2048
51065613,0.000,-0.132,0.0000,0.0023,0.0000,0.0236,0.000,32.41,32.0,3,2048
51066559,0.000,-0.110,0.0000,-0.0282,0.0000,-0.0203,0.000,32.41,32.0,3,2048
51067572,0.000,-0.110,0.0000,0.0572,0.0000,-0.0137,0.000,32.41,32.0,3,2048
51068879,0.000,-0.132,0.0000,-0.0343,0.0000,0.0038,0.000,32.41,32.0,3,2048
51069611,0.000,-0.110,0.0000,0.0359,0.0000,-0.0060,0.000,32.41,32.0,3,2048
51070561,0.000,-0.110,0.0000,0.0435,0.0000,-0.0137,0.000,32.41,32.0,3,2048
51071886,0.000,-0.110,0.0000,0.0160,0.0000,0.0225,0.000,32.41,32.0,3,2048
51072556,0.000,-0.110,0.0000,-0.0877,0.0000,0.0137,0.000,32.41,32.0,3,2048
51074001,0.000,-0.132,0.0000,-0.0816,0.0000,0.0280,0.000,32.41,32.0,3,2048
51074563,0.000,-0.132,0.0000,-0.0191,0.0000,0.0016,0.000,32.41,32.0,3,2048
51075879,0.000,-0.110,0.0000,0.0633,0.0000,-0.0192,0.000,32.41,32.0,3,2048
51076559,0.000,-0.110,0.0000,-0.0893,0.0000,0.0313,0.000,32.41,32.0,3,2048
51077560,0.000,-0.110,0.0000,0.0725,0.0000,0.0137,0.000,32.41,32.0,3,2048
51078938,0.000,-0.110,0.0000,-0.0618,0.0000,0.0159,0.000,32.41,32.0,3,2048
51079587,0.000,-0.110,0.0000,-0.0526,0.0000,0.0203,0.000,32.41,32.0,3,2048
51080630,0.000,-0.110,0.0000,0.0267,0.0000,-0.0346,0.000,32.41,32.0,3,2048
51081587,0.000,-0.110,0.0000,0.0160,0.0000,0.0159,0.000,32.41,32.0,3,2048
51082587,0.000,-0.110,0.0000,0.0481,0.0000,0.0214,0.000,32.41,32.0,3,2048
51083972,0.000,-0.110,0.0000,-0.0389,0.0000,0.0192,0.000,32.41,32.0,3,2048
51084564,0.000,-0.132,0.0000,0.0160,0.0000,-0.0214,0.000,32.41,32.0,3,2048
51085560,0.000,-0.110,0.0000,0.1595,0.0000,0.0060,0.000,32.41,32.0,3,2048
51086615,0.000,-0.110,0.0000,-0.1122,0.0000,0.0170,0.000,32.41,32.0,3,2048
51087585,0.000,-0.110,0.0000,0.0542,0.0000,0.0324,0.000,32.41,32.0,3,2048
51088905,0.000,-0.110,0.0000,-0.1610,0.0000,0.0016,0.000,32.41,32.0,3,2048
51089588,0.000,-0.110,0.0000,0.0084,0.0000,-0.0148,0.000,32.41,32.0,3,2048
51090587,0.000,-0.132,0.0000,-0.0374,0.0000,0.0137,0.000,32.41,32.0,3,2048
51091902,0.000,-0.110,0.0000,0.0221,0.0000,-0.0038,0.000,32.41,32.0,3,2048
51092583,0.000,-0.110,0.0000,-0.0816,0.0000,0.0313,0.000,32.41,32.0,3,2048
51093903,0.000,-0.110,0.0000,-0.0114,0.0000,0.0423,0.000,32.41,32.0,3,2048
51094589,0.000,-0.110,0.0000,0.0343,0.0000,0.0192,0.000,32.41,32.0,3,2048
51095921,0.000,-0.110,0.0000,-0.0572,0.0000,0.0214,0.000,32.41,32.0,3,2048
51096575,0.000,-0.110,0.0000,0.0008,0.0000,0.0379,0.000,32.41,32.0,3,2048
51097560,0.000,-0.110,0.0000,-0.0771,0.0000,-0.0225,0.000,32.41,32.0,3,2048
51098920,0.000,-0.110,0.0000,0.0008,0.0000,0.0214,0.000,32.41,32.0,3,2048
51099610,0.000,-0.132,0.0000,-0.1457,0.0000,-0.0027,0.000,32.41,32.0,3,2048
51100612,0.000,-0.110,0.0000,0.0465,0.0000,-0.0137,0.000,32.41,32.0,3,2048
51101610,0.000,-0.110,0.0000,-0.0145,0.0000,-0.0016,0.000,32.41,32.0,3,2048
51102555,0.000,-0.110,0.0000,-0.0710,0.0000,-0.0148,0.000,32.41,32.0,3,2048
51103937,0.000,-0.110,0.0000,0.0679,0.0000,0.0379,0.000,32.41,32.0,3,2048
51104563,0.000,-0.110,0.0000,-0.0160,0.0000,-0.0137,0.000,32.41,32.0,3,2048
51105576,0.000,-0.110,0.0000,-0.0587,0.0000,-0.0181,0.000,32.41,32.0,3,2048
51106555,0.000,-0.110,0.0000,0.1717,0.0000,0.0148,0.000,32.41,32.0,3,2048
51107604,0.000,-0.110,0.0000,0.0069,0.0000,0.0148,0.000,32.41,32.0,3,2048
51108885,0.000,-0.110,0.0000,0.0267,0.0000,0.0159,0.000,32.41,32.0,3,2048
51109578,0.000,-0.110,0.0000,0.0023,0.0000,0.0005,0.000,32.41,32.0,3,2048
51110560,0.000,-0.110,0.0000,-0.0496,0.0000,-0.0181,0.000,32.41,32.0,3,2048
51111919,0.000,-0.132,0.0000,-0.2037,0.0000,0.0093,0.000,32.41,32.0,3,2048
51112561,0.000,-0.110,0.0000,-0.0893,0.0000,-0.0192,0.000,32.41,32.0,3,2048
51113897,0.000,-0.132,0.0000,-0.0389,0.0000,0.0027,0.000,32.41,32.0,3,2048
51114561,0.000,-0.132,0.0000,0.0069,0.0000,-0.0313,0.000,32.41,32.0,3,2048
51115932,0.000,-0.110,0.0000,0.1549,0.0000,0.0225,0.000,32.41,32.0,3,2048
51116866,0.000,-0.132,0.0000,-0.0175,0.0000,0.0357,0.000,32.41,32.0,3,2048
51117872,0.000,-0.110,0.0000,0.0145,0.0000,-0.0159,0.000,32.41,32.0,3,2048
51119196,0.000,-0.132,0.0000,-0.0237,0.0000,-0.0280,0.000,32.41,32.0,3,2048
51119737,0.000,-0.132,0.0000,0.0237,0.0000,-0.0027,0.000,32.41,32.0,3,2048
51120889,0.000,-0.110,0.0000,-0.0343,0.0000,-0.0346,0.000,32.41,32.0,3,2048
51121867,0.000,-0.132,0.0000,-0.0542,0.0000,0.0192,0.000,32.41,32.0,3,2048
51122874,0.000,-0.110,0.0000,0.0679,0.0000,-0.0071,0.000,32.41,32.0,3,2048
51124199,0.000,-0.132,0.0000,-0.0145,0.0000,-0.0137,0.000,32.41,32.0,3,2048
51124778,0.000,-0.132,0.0000,-0.0526,0.0000,0.0148,0.000,32.41,32.0,3,2048
51125971,0.000,-0.110,0.0000,0.1213,0.0000,-0.0038,0.000,32.41,32.0,3,2048
51126865,0.000,-0.132,0.0000,-0.0679,0.0000,0.0148,0.000,32.41,32.0,3,2048
51127863,0.000,-0.110,0.0000,-0.0084,0.0000,-0.0093,0.000,32.41,32.0,3,2048
51129203,0.000,-0.132,0.0000,0.0298,0.0000,-0.0335,0.000,32.41,32.0,3,2048
51129943,0.000,-0.110,0.0000,0.0435,0.0000,0.0269,0.000,32.41,32.0,3,2048
51130918,0.000,-0.110,0.0000,-0.0069,0.0000,-0.0291,0.000,32.41,32.0,3,2048
51132238,0.000,-0.110,0.0000,0.0786,0.0000,0.0445,0.000,32.41,32.0,3,2048
51132585,0.000,-0.110,0.0000,0.0938,0.0000,-0.0115,0.000,32.41,32.0,3,2048
51133907,0.000,-0.110,0.0000,-0.0572,0.0000,-0.0148,0.000,32.41,32.0,3,2048
51134586,0.000,-0.110,0.0000,-0.0069,0.0000,0.0137,0.000,32.41,32.0,3,2048
51135910,0.000,-0.110,0.0000,0.0542,0.0000,-0.0181,0.000,32.41,32.0,3,2048
51136586,0.000,-0.110,0.0000,-0.0130,0.0000,-0.0313,0.000,32.41,32.0,3,2048
51137587,0.000,-0.110,0.0000,0.0099,0.0000,0.0060,0.000,32.41,32.0,3,2048
51138904,0.000,-0.110,0.0000,0.0237,0.0000,0.0159,0.000,32.41,32.0,3,2048
51139586,0.000,-0.110,0.0000,0.0191,0.0000,0.0005,0.000,32.41,32.0,3,2048
51140602,0.000,-0.110,0.0000,0.0191,0.0000,-0.0071,0.000,32.41,32.0,3,2048
51141556,0.000,-0.110,0.0000,-0.0359,0.0000,-0.0401,0.000,32.41,32.0,3,2048
51142603,0.000,-0.132,0.0000,-0.1183,0.0000,-0.0148,0.000,32.41,32.0,3,2048
51143922,0.000,-0.110,0.0000,0.1457,0.0000,-0.0093,0.000,32.41,32.0,3,2048
51144610,0.000,-0.132,0.0000,-0.0710,0.0000,0.0423,0.000,32.41,32.0,3,2048
51145614,0.000,-0.110,0.0000,-0.0389,0.0000,0.0093,0.000,32.41,32.0,3,2048
51146555,0.000,-0.110,0.0000,0.0801,0.0000,0.0214,0.000,32.41,32.0,3,2048
