t_us,p_cmd,p_act,v_cmd,v_act,t_cmd,t_act,iq,vbus,temp,state,events
50114554,0.000,-0.132,0.0000,-0.0664,0.0000,0.0335,0.000,32.41,32.0,3,2048
50115885,0.000,-0.132,0.0000,0.0038,0.0000,-0.0049,0.000,32.41,32.0,3,2048
50116622,0.000,-0.132,0.0000,-0.0175,0.0000,-0.0170,0.000,32.41,32.0,3,2048
50117590,0.000,-0.132,0.0000,-0.0145,0.0000,-0.0203,0.000,32.41,32.0,3,2048
50118939,0.000,-0.110,0.0000,-0.0694,0.0000,-0.0324,0.000,32.41,32.0,3,2048
50119593,0.000,-0.132,0.0000,-0.0191,0.0000,0.0170,0.000,32.41,32.0,3,2048
50120589,0.000,-0.110,0.0000,0.0282,0.0000,0.0005,0.000,32.41,32.0,3,2048
50121585,0.000,-0.110,0.0000,-0.0755,0.0000,0.0247,0.000,32.41,32.0,3,2048
50122659,0.000,-0.110,0.0000,0.0694,0.0000,-0.0016,0.000,32.41,32.0,3,2048
50123882,0.000,-0.110,0.0000,0.0557,0.0000,-0.0335,0.000,32.41,32.0,3,2048
50124555,0.000,-0.132,0.0000,-0.0786,0.0000,0.0170,0.000,32.41,32.0,3,2048
50125627,0.000,-0.132,0.0000,-0.0587,0.0000,-0.0038,0.000,32.41,32.0,3,2048
50126587,0.000,-0.132,0.0000,0.0740,0.0000,0.0170,0.000,32.41,32.0,3,2048
50127582,0.000,-0.110,0.0000,0.0237,0.0000,-0.0082,0.000,32.41,32.0,3,2048
50128904,0.000,-0.110,0.0000,-0.0420,0.0000,0.0104,0.000,32.41,32.0,3,2048
50129586,0.000,-0.110,0.0000,0.0557,0.0000,-0.0104,0.000,32.41,32.0,3,2048
50130587,0.000,-0.110,0.0000,-0.0633,0.0000,-0.0225,0.000,32.41,32.0,3,2048
50131899,0.000,-0.132,0.0000,0.0145,0.0000,0.0434,0.000,32.41,32.0,3,2048
50132583,0.000,-0.110,0.0000,-0.0084,0.0000,0.0159,0.000,32.41,32.0,3,2048
50133904,0.000,-0.110,0.0000,0.0496,0.0000,0.0170,0.000,32.41,32.0,3,2048
50134593,0.000,-0.110,0.0000,-0.0160,0.0000,0.0027,0.000,32.41,32.0,3,2048
50135890,0.000,-0.132,0.0000,-0.1259,0.0000,0.0324,0.000,32.41,32.0,3,2048
50136555,0.000,-0.110,0.0000,-0.0664,0.0000,-0.0313,0.000,32.41,32.0,3,2048
50137614,0.000,-0.132,0.0000,-0.1091,0.0000,0.0038,0.000,32.41,32.0,3,2048
50138922,0.000,-0.110,0.0000,0.0587,0.0000,-0.0159,0.000,32.41,32.0,3,2048
50139512,0.000,-0.110,0.0000,-0.0069,0.0000,0.0170,0.000,32.41,32.0,3,2048
50140565,0.000,-0.132,0.0000,-0.0221,0.0000,-0.0082,0.000,32.41,32.0,3,2048
50141555,0.000,-0.132,0.0000,-0.0633,0.0000,-0.0038,0.000,32.41,32.0,3,2048
50142613,0.000,-0.110,0.0000,-0.0099,0.0000,-0.0181,0.000,32.41,32.0,3,2048
50143884,0.000,-0.132,0.0000,-0.0206,0.0000,0.0126,0.000,32.41,32.0,3,2048
50144574,0.000,-0.110,0.0000,0.0114,0.0000,0.0401,0.000,32.41,32.0,3,2048
50145560,0.000,-0.110,0.0000,0.0557,0.0000,-0.0478,0.000,32.41,32.0,3,2048
50146608,0.000,-0.110,0.0000,-0.1335,0.0000,0.0159,0.000,32.41,32.0,3,2048
50147556,0.000,-0.110,0.0000,-0.0145,0.0000,0.0192,0.000,32.41,32.0,3,2048
50148901,0.000,-0.110,0.0000,-0.0206,0.0000,-0.0357,0.000,32.41,32.0,3,2048
50149557,0.000,-0.132,0.0000,-0.0084,0.0000,-0.0181,0.000,32.41,32.0,3,2048
50150613,0.000,-0.132,0.0000,-0.0282,0.0000,0.0104,0.000,32.41,32.0,3,2048
50151872,0.000,-0.110,0.0000,-0.0023,0.0000,0.0082,0.000,32.41,32.0,3,2048
50152574,0.000,-0.132,0.0000,-0.0130,0.0000,-0.0060,0.000,32.41,32.0,3,2048
50153884,0.000,-0.110,0.0000,-0.0252,0.0000,-0.0093,0.000,32.41,32.0,3,2048
50154610,0.000,-0.110,0.0000,-0.0847,0.0000,0.0423,0.000,32.41,32.0,3,2048
50155887,0.000,-0.132,0.0000,0.0008,0.0000,-0.0346,0.000,32.41,32.0,3,2048
50156572,0.000,-0.110,0.0000,0.0740,0.0000,0.0390,0.000,32.41,32.0,3,2048
50157560,0.000,-0.110,0.0000,-0.0008,0.0000,0.0027,0.000,32.41,32.0,3,2048
50158927,0.000,-0.110,0.0000,-0.0252,0.0000,-0.0082,0.000,32.41,32.0,3,2048
50159563,0.000,-0.110,0.0000,0.0328,0.0000,-0.0038,0.000,32.41,32.0,3,2048
50160577,0.000,-0.110,0.0000,0.0694,0.0000,0.0005,0.000,32.41,32.0,3,2048
50161555,0.000,-0.110,0.0000,0.0465,0.0000,0.0445,0.000,32.41,32.0,3,2048
50162682,0.000,-0.132,0.0000,-0.0130,0.0000,-0.0071,0.000,32.41,32.0,3,2048
50163885,0.000,-0.110,0.0000,0.0313,0.0000,-0.0181,0.000,32.41,32.0,3,2048
50164555,0.000,-0.132,0.0000,-0.1671,0.0000,0.0038,0.000,32.41,32.0,3,2048
50165560,0.000,-0.110,0.0000,0.0679,0.0000,-0.0258,0.000,32.41,32.0,3,2048
50166554,0.000,-0.132,0.0000,-0.0572,0.0000,0.0038,0.000,32.41,32.0,3,2048
50167621,0.000,-0.110,0.0000,-0.0481,0.0000,0.0126,0.000,32.41,32.0,3,2048
50168941,0.000,-0.110,0.0000,-0.0710,0.0000,0.0016,0.000,32.41,32.0,3,2048
50169592,0.000,-0.110,0.0000,0.1701,0.0000,0.0005,0.000,32.41,32.0,3,2048
50170590,0.000,-0.132,0.0000,-0.1289,0.0000,-0.0148,0.000,32.41,32.0,3,2048
50171902,0.000,-0.110,0.0000,0.1442,0.0000,0.0148,0.000,32.41,32.0,3,2048
50172659,0.000,-0.132,0.0000,-0.0786,0.0000,-0.0027,0.000,32.41,32.0,3,2048
50173883,0.000,-0.132,0.0000,-0.0786,0.0000,0.0126,0.000,32.41,32.0,3,2048
50174555,0.000,-0.110,0.0000,0.0114,0.0000,0.0588,0.000,32.41,32.0,3,2048
50175943,0.000,-0.110,0.0000,0.0389,0.0000,-0.0489,0.000,32.41,32.0,3,2048
50176590,0.000,-0.110,0.0000,-0.0343,0.0000,0.0379,0.000,32.41,32.0,3,2048
50177590,0.000,-0.110,0.0000,0.0755,0.0000,0.0016,0.000,32.41,32.0,3,2048
50178901,0.000,-0.110,0.0000,-0.0801,0.0000,-0.0170,0.000,32.41,32.0,3,2048
50179588,0.000,-0.132,0.0000,-0.0542,0.0000,0.0192,0.000,32.41,32.0,3,2048
50180587,0.000,-0.110,0.0000,0.0557,0.0000,-0.0335,0.000,32.41,32.0,3,2048
50181582,0.000,-0.110,0.0000,0.0191,0.0000,0.0115,0.000,32.41,32.0,3,2048
50182582,0.000,-0.110,0.0000,-0.0465,0.0000,-0.0005,0.000,32.41,32.0,3,2048
50183902,0.000,-0.110,0.0000,0.0862,0.0000,-0.0093,0.000,32.41,32.0,3,2048
50184601,0.000,-0.110,0.0000,-0.0420,0.0000,-0.0016,0.000,32.41,32.0,3,2048
50185560,0.000,-0.110,0.0000,0.0114,0.0000,-0.0390,0.000,32.41,32.0,3,2048
50186555,0.000,-0.110,0.0000,0.0359,0.0000,0.0445,0.000,32.41,32.0,3,2048
50187609,0.000,-0.110,0.0000,-0.0389,0.0000,-0.0038,0.000,32.41,32.0,3,2048
50188923,0.000,-0.110,0.0000,-0.0252,0.0000,-0.0093,0.000,32.41,32.0,3,2048
50189491,0.000,-0.110,0.0000,0.1701,0.0000,0.0214,0.000,32.41,32.0,3,2048
50190563,0.000,-0.132,0.0000,-0.0267,0.0000,-0.0214,0.000,32.41,32.0,3,2048
50191874,0.000,-0.132,0.0000,0.0008,0.0000,0.0423,0.000,32.41,32.0,3,2048
50192616,0.000,-0.110,0.0000,0.0542,0.0000,-0.0016,0.000,32.41,32.0,3,2048
50193884,0.000,-0.110,0.0000,0.0481,0.0000,-0.0016,0.000,32.41,32.0,3,2048
50194574,0.000,-0.110,0.0000,-0.0191,0.0000,-0.0071,0.000,32.41,32.0,3,2048
50195886,0.000,-0.110,0.0000,0.0237,0.0000,-0.0148,0.000,32.41,32.0,3,2048
50196608,0.000,-0.132,0.0000,-0.0023,0.0000,0.0324,0.000,32.41,32.0,3,2048
50197561,0.000,-0.110,0.0000,0.0526,0.0000,-0.0071,0.000,32.41,32.0,3,2048
50198902,0.000,-0.132,0.0000,-0.0252,0.0000,0.0104,0.000,32.41,32.0,3,2048
50199557,0.000,-0.110,0.0000,0.1366,0.0000,-0.0247,0.000,32.41,32.0,3,2048
50200613,0.000,-0.110,0.0000,0.0389,0.0000,0.0115,0.000,32.41,32.0,3,2048
50201556,0.000,-0.132,0.0000,-0.0877,0.0000,-0.0302,0.000,32.41,32.0,3,2048
50202572,0.000,-0.110,0.0000,-0.0099,0.0000,0.0236,0.000,32.41,32.0,3,2048
50203883,0.000,-0.132,0.0000,0.0130,0.0000,-0.0060,0.000,32.41,32.0,3,2048
50204610,0.000,-0.132,0.0000,0.0313,0.0000,-0.0159,0.000,32.41,32.0,3,2048
50205561,0.000,-0.110,0.0000,0.0740,0.0000,0.0005,0.000,32.41,32.0,3,2048
50206572,0.000,-0.110,0.0000,0.0343,0.0000,0.0170,0.000,32.41,32.0,3,2048
50207555,0.000,-0.132,0.0000,0.0435,0.0000,0.0082,0.000,32.41,32.0,3,2048
50208927,0.000,-0.110,0.0000,0.0008,0.0000,0.0302,0.000,32.41,32.0,3,2048
50209563,0.000,-0.110,0.0000,0.0954,0.0000,-0.0126,0.000,32.41,32.0,3,2048
50210577,0.000,-0.132,0.0000,0.0313,0.0000,0.0148,0.000,32.41,32.0,3,2048
50211868,0.000,-0.110,0.0000,0.0298,0.0000,-0.0291,0.000,32.41,32.0,3,2048
50212681,0.000,-0.110,0.0000,-0.0359,0.0000,0.0115,0.000,32.41,32.0,3,2048
50213887,0.000,-0.110,0.0000,-0.0008,0.0000,0.0104,0.000,32.41,32.0,3,2048
50214555,0.000,-0.110,0.0000,0.0938,0.0000,0.0082,0.000,32.41,32.0,3,2048
50215885,0.000,-0.132,0.0000,-0.0252,0.0000,0.0148,0.000,32.41,32.0,3,2048
50216555,0.000,-0.132,0.0000,-0.0130,0.0000,-0.0115,0.000,32.41,32.0,3,2048
50217627,0.000,-0.132,0.0000,-0.0252,0.0000,-0.0500,0.000,32.41,32.0,3,2048
50218905,0.000,-0.132,0.0000,-0.0496,0.0000,0.0137,0.000,32.41,32.0,3,2048
50219626,0.000,-0.132,0.0000,-0.0648,0.0000,0.0137,0.000,32.41,32.0,3,2048
50220592,0.000,-0.110,0.0000,0.0282,0.0000,-0.0291,0.000,32.41,32.0,3,2048
50221583,0.000,-0.110,0.0000,-0.1137,0.0000,-0.0577,0.000,32.41,32.0,3,2048
50222585,0.000,-0.132,0.0000,-0.1335,0.0000,0.0148,0.000,32.41,32.0,3,2048
50223976,0.000,-0.132,0.0000,0.0648,0.0000,-0.0379,0.000,32.41,32.0,3,2048
50224899,0.000,-0.110,0.0000,-0.0130,0.0000,0.0071,0.000,32.41,32.0,3,2048
50225891,0.000,-0.110,0.0000,0.1900,0.0000,-0.0258,0.000,32.41,32.0,3,2048
50226909,0.000,-0.110,0.0000,-0.0786,0.0000,0.0236,0.000,32.41,32.0,3,2048
50227918,0.000,-0.110,0.0000,-0.1015,0.0000,-0.0225,0.000,32.41,32.0,3,2048
50229230,0.000,-0.110,0.0000,0.1122,0.0000,0.0170,0.000,32.41,32.0,3,2048
50229905,0.000,-0.110,0.0000,-0.0221,0.0000,0.0049,0.000,32.41,32.0,3,2048
50230910,0.000,-0.110,0.0000,0.0450,0.0000,-0.0038,0.000,32.41,32.0,3,2048
50232232,0.000,-0.110,0.0000,0.0481,0.0000,0.0247,0.000,32.41,32.0,3,2048
50232583,0.000,-0.110,0.0000,0.0557,0.0000,0.0049,0.000,32.41,32.0,3,2048
50233901,0.000,-0.110,0.0000,-0.0359,0.0000,-0.0049,0.000,32.41,32.0,3,2048
50234588,0.000,-0.110,0.0000,-0.0633,0.0000,-0.0016,0.000,32.41,32.0,3,2048
50235909,0.000,-0.110,0.0000,0.0801,0.0000,0.0104,0.000,32.41,32.0,3,2048
50236588,0.000,-0.132,0.0000,-0.0862,0.0000,0.0203,0.000,32.41,32.0,3,2048
50237587,0.000,-0.110,0.0000,0.1534,0.0000,0.0038,0.000,32.41,32.0,3,2048
50238915,0.000,-0.132,0.0000,-0.0862,0.0000,-0.0038,0.000,32.41,32.0,3,2048
50239558,0.000,-0.132,0.0000,0.0145,0.0000,-0.0203,0.000,32.41,32.0,3,2048
50240560,0.000,-0.132,0.0000,-0.0648,0.0000,-0.0038,0.000,32.41,32.0,3,2048
50241605,0.000,-0.110,0.0000,0.0877,0.0000,0.0093,0.000,32.41,32.0,3,2048
50242603,0.000,-0.110,0.0000,-0.0755,0.0000,-0.0159,0.000,32.41,32.0,3,2048
50243793,0.000,-0.110,0.0000,0.0465,0.0000,0.0302,0.000,32.41,32.0,3,2048
50244562,0.000,-0.110,0.0000,0.0175,0.0000,-0.0280,0.000,32.41,32.0,3,2048
50245560,0.000,-0.110,0.0000,0.0679,0.0000,-0.0137,0.000,32.41,32.0,3,2048
50246615,0.000,-0.110,0.0000,-0.0114,0.0000,0.0269,0.000,32.41,32.0,3,2048
50247557,0.000,-0.110,0.0000,0.0328,0.0000,0.0104,0.000,32.41,32.0,3,2048
50248897,0.000,-0.110,0.0000,-0.0130,0.0000,0.0104,0.000,32.41,32.0,3,2048
50249556,0.000,-0.110,0.0000,0.0084,0.0000,0.0225,0.000,32.41,32.0,3,2048
50250615,0.000,-0.110,0.0000,0.0786,0.0000,0.0038,0.000,32.41,32.0,3,2048
50251872,0.000,-0.110,0.0000,0.0923,0.0000,0.0027,0.000,32.41,32.0,3,2048
50252574,0.000,-0.132,0.0000,-0.0282,0.0000,0.0126,0.000,32.41,32.0,3,2048
50253881,0.000,-0.132,0.0000,-0.0877,0.0000,0.0148,0.000,32.41,32.0,3,2048
50254611,0.000,-0.110,0.0000,0.0435,0.0000,-0.0181,0.000,32.41,32.0,3,2048
50255888,0.000,-0.132,0.0000,-0.1183,0.0000,-0.0038,0.000,32.41,32.0,3,2048
50256572,0.000,-0.110,0.0000,-0.0526,0.0000,-0.0005,0.000,32.41,32.0,3,2048
50257560,0.000,-0.110,0.0000,0.0984,0.0000,0.0071,0.000,32.41,32.0,3,2048
50258929,0.000,-0.132,0.0000,-0.0832,0.0000,-0.0115,0.000,32.41,32.0,3,2048
50259561,0.000,-0.110,0.0000,-0.0008,0.0000,0.0148,0.000,32.41,32.0,3,2048
50260578,0.000,-0.110,0.0000,0.0298,0.0000,0.0148,0.000,32.41,32.0,3,2048
50261555,0.000,-0.110,0.0000,-0.0206,0.0000,0.0148,0.000,32.41,32.0,3,2048
50262608,0.000,-0.110,0.0000,-0.0221,0.0000,-0.0071,0.000,32.41,32.0,3,2048
50263883,0.000,-0.132,0.0000,-0.0648,0.0000,-0.0203,0.000,32.41,32.0,3,2048
50264680,0.000,-0.132,0.0000,0.0114,0.0000,0.0807,0.000,32.41,32.0,3,2048
50265561,0.000,-0.110,0.0000,-0.0008,0.0000,-0.0456,0.000,32.41,32.0,3,2048
50266555,0.000,-0.132,0.0000,-0.0160,0.0000,-0.0126,0.000,32.41,32.0,3,2048
50267555,0.000,-0.110,0.0000,0.0465,0.0000,0.0280,0.000,32.41,32.0,3,2048
50268934,0.000,-0.132,0.0000,-0.0252,0.0000,-0.0247,0.000,32.41,32.0,3,2048
50269592,0.000,-0.110,0.0000,0.0389,0.0000,0.0313,0.000,32.41,32.0,3,2048
50270625,0.000,-0.110,0.0000,-0.0328,0.0000,-0.0313,0.000,32.41,32.0,3,2048
50271906,0.000,-0.110,0.0000,-0.0420,0.0000,0.0126,0.000,32.41,32.0,3,2048
50272583,0.000,-0.110,0.0000,0.0175,0.0000,0.0258,0.000,32.41,32.0,3,2048
50273903,0.000,-0.110,0.0000,0.0984,0.0000,0.0269,0.000,32.41,32.0,3,2048
50274589,0.000,-0.132,0.0000,0.0343,0.0000,0.0049,0.000,32.41,32.0,3,2048
50275977,0.000,-0.132,0.0000,-0.0435,0.0000,0.0357,0.000,32.41,32.0,3,2048
50276559,0.000,-0.132,0.0000,0.0938,0.0000,-0.0005,0.000,32.41,32.0,3,2048
50277572,0.000,-0.132,0.0000,-0.0572,0.0000,-0.0247,0.000,32.41,32.0,3,2048
50278937,0.000,-0.110,0.0000,-0.0008,0.0000,0.0115,0.000,32.41,32.0,3,2048
50279590,0.000,-0.110,0.0000,0.0511,0.0000,0.0148,0.000,32.41,32.0,3,2048
50280589,0.000,-0.110,0.0000,-0.0252,0.0000,-0.0126,0.000,32.41,32.0,3,2048
50281582,0.000,-0.110,0.0000,0.1228,0.0000,0.0115,0.000,32.41,32.0,3,2048
50282582,0.000,-0.132,0.0000,-0.0496,0.0000,-0.0049,0.000,32.41,32.0,3,2048
50283904,0.000,-0.110,0.0000,-0.0298,0.0000,-0.0038,0.000,32.41,32.0,3,2048
50284588,0.000,-0.110,0.0000,-0.0862,0.0000,0.0214,0.000,32.41,32.0,3,2048
50285588,0.000,-0.110,0.0000,-0.0557,0.0000,0.0423,0.000,32.41,32.0,3,2048
50286582,0.000,-0.110,0.0000,0.0298,0.0000,-0.0148,0.000,32.41,32.0,3,2048
50287586,0.000,-0.110,0.0000,0.0084,0.0000,0.0181,0.000,32.41,32.0,3,2048
50288883,0.000,-0.110,0.0000,0.0099,0.0000,0.0610,0.000,32.41,32.0,3,2048
50289607,0.000,-0.110,0.0000,-0.0175,0.0000,-0.0500,0.000,32.41,32.0,3,2048
50290611,0.000,-0.132,0.0000,-0.0053,0.0000,0.0104,0.000,32.41,32.0,3,2048
50291924,0.000,-0.110,0.0000,-0.0099,0.0000,-0.0181,0.000,32.41,32.0,3,2048
50292610,0.000,-0.110,0.0000,0.0633,0.0000,-0.0148,0.000,32.41,32.0,3,2048
50293881,0.000,-0.132,0.0000,-0.0252,0.0000,-0.0203,0.000,32.41,32.0,3,2048
50294617,0.000,-0.110,0.0000,0.0420,0.0000,-0.0027,0.000,32.41,32.0,3,2048
50295890,0.000,-0.132,0.0000,-0.2083,0.0000,-0.0148,0.000,32.41,32.0,3,2048
50296572,0.000,-0.132,0.0000,0.0557,0.0000,-0.0038,0.000,32.41,32.0,3,2048
50297560,0.000,-0.110,0.0000,0.0008,0.0000,-0.0214,0.000,32.41,32.0,3,2048
50298929,0.000,-0.110,0.0000,-0.0664,0.0000,0.0049,0.000,32.41,32.0,3,2048
50299561,0.000,-0.132,0.0000,-0.0496,0.0000,-0.0038,0.000,32.41,32.0,3,2048
50300578,0.000,-0.132,0.0000,0.0832,0.0000,-0.0137,0.000,32.41,32.0,3,2048
50301555,0.000,-0.110,0.0000,0.0282,0.0000,-0.0038,0.000,32.41,32.0,3,2048
50302608,0.000,-0.132,0.0000,-0.1717,0.0000,-0.0104,0.000,32.41,32.0,3,2048
50303883,0.000,-0.132,0.0000,-0.0359,0.0000,0.0071,0.000,32.41,32.0,3,2048
50304576,0.000,-0.110,0.0000,0.0359,0.0000,-0.0137,0.000,32.41,32.0,3,2048
50305560,0.000,-0.132,0.0000,-0.0084,0.0000,-0.0137,0.000,32.41,32.0,3,2048
50306608,0.000,-0.110,0.0000,0.0008,0.0000,0.0148,0.000,32.41,32.0,3,2048
50307559,0.000,-0.110,0.0000,-0.0099,0.0000,-0.0247,0.000,32.41,32.0,3,2048
50308898,0.000,-0.110,0.0000,0.0298,0.0000,-0.0027,0.000,32.41,32.0,3,2048
50309558,0.000,-0.110,0.0000,0.0374,0.0000,-0.0060,0.000,32.41,32.0,3,2048
50310613,0.000,-0.110,0.0000,-0.1289,0.0000,-0.0115,0.000,32.41,32.0,3,2048
50311874,0.000,-0.110,0.0000,0.0847,0.0000,0.0335,0.000,32.41,32.0,3,2048
50312574,0.000,-0.110,0.0000,0.0572,0.0000,0.0137,0.000,32.41,32.0,3,2048
50313879,0.000,-0.110,0.0000,0.1152,0.0000,0.0038,0.000,32.41,32.0,3,2048
50314679,0.000,-0.110,0.0000,0.0191,0.0000,-0.0027,0.000,32.41,32.0,3,2048
50315893,0.000,-0.110,0.0000,0.0221,0.0000,0.0060,0.000,32.41,32.0,3,2048
50316556,0.000,-0.110,0.0000,-0.0328,0.0000,0.0137,0.000,32.41,32.0,3,2048
50317560,0.000,-0.110,0.0000,0.0771,0.0000,0.0456,0.000,32.41,32.0,3,2048
50318876,0.000,-0.110,0.0000,0.0023,0.0000,-0.0181,0.000,32.41,32.0,3,2048
50319623,0.000,-0.110,0.0000,-0.0114,0.0000,0.0214,0.000,32.41,32.0,3,2048
50320588,0.000,-0.110,0.0000,-0.0008,0.0000,-0.0093,0.000,32.41,32.0,3,2048
50321624,0.000,-0.132,0.0000,-0.0328,0.0000,-0.0291,0.000,32.41,32.0,3,2048
50322586,0.000,-0.110,0.0000,0.0023,0.0000,0.0236,0.000,32.41,32.0,3,2048
50323906,0.000,-0.110,0.0000,0.0343,0.0000,-0.0049,0.000,32.41,32.0,3,2048
50324574,0.000,-0.110,0.0000,0.0465,0.0000,0.0104,0.000,32.41,32.0,3,2048
50325661,0.000,-0.110,0.0000,0.1106,0.0000,-0.0005,0.000,32.41,32.0,3,2048
50326555,0.000,-0.132,0.0000,-0.0557,0.0000,0.0390,0.000,32.41,32.0,3,2048
50327615,0.000,-0.132,0.0000,0.0053,0.0000,0.0324,0.000,32.41,32.0,3,2048
50328907,0.000,-0.110,0.0000,0.0114,0.0000,0.0060,0.000,32.41,32.0,3,2048
50329589,0.000,-0.110,0.0000,-0.1091,0.0000,-0.0115,0.000,32.41,32.0,3,2048
50330587,0.000,-0.110,0.0000,-0.0725,0.0000,0.0082,0.000,32.41,32.0,3,2048
50331902,0.000,-0.110,0.0000,0.0862,0.0000,-0.0027,0.000,32.41,32.0,3,2048
50332583,0.000,-0.110,0.0000,0.0603,0.0000,0.0192,0.000,32.41,32.0,3,2048
50333902,0.000,-0.110,0.0000,0.0420,0.0000,0.0060,0.000,32.41,32.0,3,2048
50334588,0.000,-0.132,0.0000,-0.0298,0.0000,0.0027,0.000,32.41,32.0,3,2048
50335908,0.000,-0.110,0.0000,0.1610,0.0000,0.0137,0.000,32.41,32.0,3,2048
50336588,0.000,-0.110,0.0000,0.0954,0.0000,0.0269,0.000,32.41,32.0,3,2048
50337601,0.000,-0.110,0.0000,-0.0710,0.0000,0.0005,0.000,32.41,32.0,3,2048
50338882,0.000,-0.110,0.0000,0.0099,0.0000,0.0555,0.000,32.41,32.0,3,2048
50339557,0.000,-0.110,0.0000,-0.0282,0.0000,-0.0313,0.000,32.41,32.0,3,2048
50340613,0.000,-0.110,0.0000,-0.0023,0.0000,0.0225,0.000,32.41,32.0,3,2048
50341605,0.000,-0.132,0.0000,-0.1152,0.0000,-0.0016,0.000,32.41,32.0,3,2048
50342608,0.000,-0.110,0.0000,0.1762,0.0000,-0.0214,0.000,32.41,32.0,3,2048
50343885,0.000,-0.132,0.0000,-0.0450,0.0000,0.0500,0.000,32.41,32.0,3,2048
50344616,0.000,-0.110,0.0000,0.0237,0.0000,-0.0049,0.000,32.41,32.0,3,2048
50345562,0.000,-0.110,0.0000,0.1473,0.0000,0.0401,0.000,32.41,32.0,3,2048
50346571,0.000,-0.110,0.0000,-0.0832,0.0000,0.0027,0.000,32.41,32.0,3,2048
50347555,0.000,-0.110,0.0000,-0.0389,0.0000,0.0159,0.000,32.41,32.0,3,2048
50348927,0.000,-0.132,0.0000,-0.0587,0.0000,-0.0203,0.000,32.41,32.0,3,2048
50349561,0.000,-0.110,0.0000,-0.0465,0.0000,0.0192,0.000,32.41,32.0,3,2048
50350578,0.000,-0.110,0.0000,-0.0404,0.0000,0.0049,0.000,32.41,32.0,3,2048
50351868,0.000,-0.110,0.0000,0.1213,0.0000,-0.0104,0.000,32.41,32.0,3,2048
50352608,0.000,-0.110,0.0000,0.0359,0.0000,0.0236,0.000,32.41,32.0,3,2048
50353884,0.000,-0.110,0.0000,0.1106,0.0000,0.0225,0.000,32.41,32.0,3,2048
50354576,0.000,-0.110,0.0000,-0.1183,0.0000,0.0203,0.000,32.41,32.0,3,2048
50355880,0.000,-0.110,0.0000,0.0160,0.0000,0.0049,0.000,32.41,32.0,3,2048
50356610,0.000,-0.132,0.0000,-0.0771,0.0000,-0.0335,0.000,32.41,32.0,3,2048
50357562,0.000,-0.132,0.0000,-0.0175,0.0000,0.0225,0.000,32.41,32.0,3,2048
50358900,0.000,-0.132,0.0000,-0.0496,0.0000,-0.0313,0.000,32.41,32.0,3,2048
50359555,0.000,-0.110,0.0000,0.0175,0.0000,0.0159,0.000,32.41,32.0,3,2048
50360616,0.000,-0.110,0.0000,0.0938,0.0000,-0.0511,0.000,32.41,32.0,3,2048
50361556,0.000,-0.110,0.0000,0.0221,0.0000,0.0203,0.000,32.41,32.0,3,2048
50362572,0.000,-0.132,0.0000,0.0710,0.0000,-0.0005,0.000,32.41,32.0,3,2048
50363882,0.000,-0.110,0.0000,0.0694,0.0000,-0.0148,0.000,32.41,32.0,3,2048
50364681,0.000,-0.110,0.0000,-0.0404,0.0000,0.0192,0.000,32.41,32.0,3,2048
50365562,0.000,-0.110,0.0000,0.0282,0.0000,-0.0511,0.000,32.41,32.0,3,2048
50366555,0.000,-0.132,0.0000,0.0465,0.0000,0.0104,0.000,32.41,32.0,3,2048
50367555,0.000,-0.132,0.0000,-0.0282,0.0000,-0.0159,0.000,32.41,32.0,3,2048
50368882,0.000,-0.110,0.0000,-0.0694,0.0000,-0.0027,0.000,32.41,32.0,3,2048
50369620,0.000,-0.110,0.0000,0.1396,0.0000,0.0005,0.000,32.41,32.0,3,2048
50370625,0.000,-0.132,0.0000,0.0099,0.0000,0.0071,0.000,32.41,32.0,3,2048
50371900,0.000,-0.132,0.0000,-0.1274,0.0000,-0.0236,0.000,32.41,32.0,3,2048
50372585,0.000,-0.132,0.0000,-0.0740,0.0000,0.0225,0.000,32.41,32.0,3,2048
50373907,0.000,-0.110,0.0000,0.0175,0.0000,0.0357,0.000,32.41,32.0,3,2048
50374587,0.000,-0.110,0.0000,-0.0206,0.0000,-0.0049,0.000,32.41,32.0,3,2048
50375985,0.000,-0.132,0.0000,-0.0542,0.0000,-0.0038,0.000,32.41,32.0,3,2048
50376560,0.000,-0.110,0.0000,-0.0374,0.0000,0.0126,0.000,32.41,32.0,3,2048
50377560,0.000,-0.110,0.0000,0.0679,0.0000,-0.0291,0.000,32.41,32.0,3,2048
50378937,0.000,-0.110,0.0000,0.0572,0.0000,-0.0181,0.000,32.41,32.0,3,2048
50379588,0.000,-0.110,0.0000,-0.0145,0.0000,0.0511,0.000,32.41,32.0,3,2048
50380588,0.000,-0.110,0.0000,0.0130,0.0000,0.0093,0.000,32.41,32.0,3,2048
50381582,0.000,-0.110,0.0000,0.0710,0.0000,-0.0115,0.000,32.41,32.0,3,2048
50382582,0.000,-0.110,0.0000,0.0221,0.0000,-0.0049,0.000,32.41,32.0,3,2048
50383903,0.000,-0.110,0.0000,-0.1213,0.0000,0.0258,0.000,32.41,32.0,3,2048
50384584,0.000,-0.110,0.0000,-0.0420,0.0000,-0.0258,0.000,32.41,32.0,3,2048
50385588,0.000,-0.110,0.0000,0.0816,0.0000,0.0599,0.000,32.41,32.0,3,2048
50386582,0.000,-0.132,0.0000,-0.1305,0.0000,-0.0159,0.000,32.41,32.0,3,2048
