t_s,p_cmd_deg,p_act_deg,v_cmd,v_act,t_cmd,t_act,iq,vbus,temp
21.215,200,200.317,0,-0.042,0,-0.1324,-0.018,32.2,38
21.243,200,200.317,0,-0.0648,0,-0.0851,-0.018,32.2,38
21.246,200,200.317,0,0.0099,0,-0.1104,-0.018,32.2,38
21.248,200,200.317,0,-0.0511,0,-0.1104,-0.018,32.2,38
21.256,200,200.317,0,-0.106,0,-0.1533,-0.018,32.2,38
21.266,200,200.317,0,-0.0008,0,-0.0742,-0.018,32.2,38
21.304,200,200.317,0,0.0511,0,-0.0961,-0.018,32.2,38
21.315,200,200.317,0,0.0038,0,-0.1225,-0.018,32.2,38
21.354,200,200.317,0,0.0298,0,-0.084,-0.018,32.2,38
21.365,200,200.317,0,0.0404,0,-0.1104,-0.018,32.2,38
21.404,200,200.317,0,0.0984,0,-0.1225,-0.018,32.2,38
21.415,200,200.317,0,-0.0206,0,-0.0665,-0.018,32.2,38
21.454,200,200.317,0,-0.1442,0,-0.0873,-0.018,32.2,38
21.465,200,200.317,0,0.0252,0,-0.1137,-0.018,32.2,38
21.494,200,200.317,0,-0.0328,0,-0.1225,-0.018,32.2,38
21.497,200,200.317,0,0.0298,0,-0.1313,-0.018,32.2,38
21.499,200,200.317,0,0.0877,0,-0.1302,-0.018,32.2,38
21.505,200,200.317,0,0.013,0,-0.15,-0.018,32.2,38
21.516,200,200.317,0,0.0023,0,-0.1137,-0.018,32.2,38
21.554,200,200.317,0,-0.042,0,-0.1027,-0.018,32.2,38
21.565,200,200.317,0,0.0221,0,-0.1115,-0.018,32.2,38
21.604,200,200.317,0,-0.1396,0,-0.0928,-0.018,32.2,38
21.615,200,200.339,0,0.0618,0,-0.1181,-0.018,32.2,38
21.654,200,200.317,0,0.0313,0,-0.1049,-0.018,32.2,38
21.665,200,200.317,0,0.1854,0,-0.0818,-0.018,32.2,38
21.703,200,200.317,0,-0.1381,0,-0.1181,-0.018,32.2,38
21.714,200,200.317,0,-0.071,0,-0.1456,-0.018,32.2,38
21.724,200,200.317,0,-0.0237,0,-0.1104,-0.018,32.2,38
21.754,200,200.317,0,0.0359,0,-0.1115,-0.018,32.2,38
21.766,200,200.317,0,0.0145,0,-0.1192,-0.018,32.2,38
21.776,200,200.317,0,0.0725,0,-0.1236,-0.018,32.2,38
21.806,200,200.317,0,-0.103,0,-0.1148,-0.018,32.2,38
21.817,200,200.317,0,-0.0313,0,-0.1192,-0.018,32.2,38
21.827,200,200.317,0,0.0771,0,-0.084,-0.018,32.2,38
21.858,200,200.317,0,-0.0725,0,-0.0994,-0.018,32.2,38
21.869,200,200.317,0,0.0648,0,-0.0928,-0.018,32.2,38
21.879,200,200.317,0,0.0313,0,-0.1181,-0.018,32.2,38
21.91,200,200.317,0,-0.106,0,-0.1181,-0.018,32.2,38
21.921,200,200.317,0,-0.045,0,-0.1302,-0.018,32.2,38
21.931,200,200.317,0,-0.0267,0,-0.1071,-0.018,32.2,38
21.961,200,200.317,0,-0.0984,0,-0.084,-0.018,32.2,38
21.972,200,200.317,0,0.106,0,-0.1181,-0.018,32.2,38
21.982,200,200.317,0,0.0374,0,-0.1269,-0.018,32.2,38
22.013,200,200.317,0,-0.0023,0,-0.1291,-0.018,32.2,38
22.024,200,200.317,0,0.0114,0,-0.0884,-0.018,32.2,38
22.034,200,200.317,0,-0.0587,0,-0.0632,-0.018,32.2,38
22.064,200,200.317,0,-0.0725,0,-0.0961,-0.018,32.2,38
22.075,200,200.317,0,0.0603,0,-0.139,-0.018,32.2,38
22.086,200,200.317,0,-0.0465,0,-0.0994,-0.018,32.2,38
22.116,200,200.317,0,0.0023,0,-0.0939,-0.018,32.2,38
22.127,200,200.317,0,0.0145,0,-0.1082,-0.018,32.2,38
22.138,200,200.317,0,0.1183,0,-0.1192,-0.018,32.2,38
22.169,200,200.317,0,-0.0526,0,-0.1357,-0.018,32.2,38
22.18,200,200.317,0,0.0359,0,-0.0994,-0.018,32.2,38
22.22,200,200.317,0,0.1228,0,-0.1192,-0.018,32.2,38
22.231,200,200.317,0,0.0725,0,-0.1071,-0.018,32.2,38
22.269,200,200.317,0,-0.0648,0,-0.1104,-0.018,32.2,38
22.28,200,200.317,0,0.1366,0,-0.106,-0.018,32.2,38
22.308,200,200.317,0,0.0114,0,-0.1258,-0.018,32.2,38
22.311,200,200.317,0,-0.042,0,-0.117,-0.018,32.2,38
22.313,200,200.317,0,0.0465,0,-0.1269,-0.018,32.2,38
22.321,200,200.317,0,0.0069,0,-0.1093,-0.018,32.2,38
22.331,200,200.317,0,-0.0862,0,-0.0994,-0.018,32.2,38
22.369,200,200.317,0,-0.2464,0,-0.0983,-0.018,32.2,38
22.38,200,200.339,0,0.0801,0,-0.128,-0.018,32.2,38
22.419,200,200.317,0,-0.0237,0,-0.0895,-0.018,32.2,38
22.43,200,200.317,0,0.0664,0,-0.1049,-0.018,32.2,38
22.469,200,200.317,0,0.0206,0,-0.1247,-0.018,32.2,38
22.48,200,200.339,0,0.1015,0,-0.0884,-0.018,32.2,38
22.519,200,200.317,0,0.016,0,-0.0676,-0.018,32.2,38
22.53,200,200.317,0,0.1137,0,-0.1423,-0.018,32.2,38
22.559,200,200.317,0,-0.0359,0,-0.1247,-0.018,32.2,38
22.562,200,200.317,0,0.0221,0,-0.072,-0.018,32.2,38
22.564,200,200.317,0,-0.0542,0,-0.084,-0.018,32.2,38
22.57,200,200.339,0,0.016,0,-0.1148,-0.018,32.2,38
22.581,200,200.317,0,0.103,0,-0.0972,-0.018,32.2,38
22.619,200,200.317,0,-0.0847,0,-0.128,-0.018,32.2,38
22.63,200,200.317,0,0.0435,0,-0.1401,-0.018,32.2,38
22.669,200,200.317,0,0.0755,0,-0.1071,-0.018,32.2,38
22.68,200,200.317,0,-0.0603,0,-0.0764,-0.018,32.2,38
22.719,200,200.317,0,-0.0374,0,-0.1071,-0.018,32.2,38
22.73,200,200.317,0,-0.0038,0,-0.0851,-0.018,32.2,38
22.769,200,200.317,0,-0.0221,0,-0.1126,-0.018,32.2,38
22.781,0,0.022,0,-0.0252,0,-0.0401,-0.018,32.2,38
22.79,0,0.022,0,0.0603,0,-0.0544,-0.018,32.2,38
22.838,0,0.066,0,0.0633,0,0.0093,-0.018,32.2,38
22.879,0,0.088,0,-0.0648,0,-0.0313,-0.018,32.2,38
22.89,0,0.088,0,0.074,0,-0.0093,-0.018,32.2,38
22.92,0,0.088,0,-0.1625,0,0.0192,-0.018,32.2,38
22.931,0,0.088,0,0.161,0,-0.0137,-0.018,32.2,38
22.941,0,0.088,0,0.0648,0,-0.0214,-0.018,32.2,38
22.972,0,0.11,0,0.1076,0,-0.0159,-0.018,32.2,38
22.983,0,0.11,0,0.0191,0,0.0126,-0.018,32.2,38
22.993,0,0.088,0,0.0038,0,0.039,-0.018,32.2,38
23.023,0,0.088,0,-0.0359,0,0.0236,-0.018,32.2,38
23.034,0,0.088,0,0.0267,0,-0.0291,-0.018,32.2,38
23.044,0,0.088,0,-0.013,0,0.0247,-0.018,32.2,38
23.081,0,0.088,0,-0.0359,0,-0.0082,-0.018,32.2,38
23.092,0,0.11,0,0.0755,0,0.0049,-0.018,32.2,38
23.125,0,0.11,0,-0.0099,0,-0.0225,-0.018,32.2,38
23.136,0,0.11,0,-0.0389,0,-0.0115,-0.018,32.2,38
23.146,0,0.11,0,0.016,0,0.0346,-0.018,32.2,38
23.176,0,0.11,0,-0.0343,0,-0.0071,-0.018,32.2,38
23.187,0,0.088,0,-0.0053,0,-0.0005,-0.018,32.2,38
23.197,0,0.088,0,0.0221,0,-0.0104,-0.018,32.2,38
23.228,0,0.11,0,-0.0694,0,0.0247,-0.018,32.2,38
23.239,0,0.088,0,-0.0862,0,-0.0181,-0.018,32.2,38
23.249,0,0.11,0,-0.0648,0,0.0456,-0.018,32.2,38
23.279,0,0.11,0,0.0496,0,0.0038,-0.018,32.2,38
23.29,0,0.11,0,0.0771,0,-0.0027,-0.018,32.2,38
23.3,0,0.088,0,-0.0252,0,0.0368,-0.018,32.2,38
23.331,0,0.11,0,-0.0038,0,-0.0159,-0.018,32.2,38
23.342,0,0.11,0,-0.0389,0,-0.0082,-0.018,32.2,38
23.352,0,0.11,0,-0.0725,0,0.0148,-0.018,32.2,38
23.372,0,0.11,0,0.0633,0,-0.017,-0.018,32.2,38
23.375,0,0.088,0,-0.0969,0,0.0137,-0.018,32.2,38
23.383,0,0.11,0,-0.0084,0,0.0104,-0.018,32.2,38
23.393,0,0.088,0,-0.0938,0,-0.0126,-0.018,32.2,38
23.403,0,0.11,0,0.0526,0,0.0192,-0.018,32.2,38
23.434,0,0.11,0,0.0465,0,0.0269,-0.018,32.2,38
23.446,0,0.11,0,0.016,0,0.0236,-0.018,32.2,38
23.456,0,0.11,0,0.0755,0,-0.0203,-0.018,32.2,38
23.49,0,0.11,0,-0.0542,0,-0.0236,-0.018,32.2,38
23.501,0,0.11,0,-0.0801,0,-0.0027,-0.018,32.2,38
23.537,0,0.11,0,0.0572,0,-0.0137,-0.018,32.2,38
23.548,0,0.11,0,0.0816,0,0.0071,-0.018,32.2,38
23.558,0,0.11,0,0.0389,0,0.0005,-0.018,32.2,38
23.578,0,0.11,0,0.0542,0,0.006,-0.018,32.2,38
23.581,0,0.11,0,0.0618,0,-0.0016,-0.018,32.2,38
23.587,0,0.11,0,-0.016,0,0.0533,-0.018,32.2,38
23.598,0,0.11,0,0.0938,0,-0.0225,-0.018,32.2,38
23.608,0,0.11,0,-0.0847,0,0.0247,-0.018,32.2,38
23.638,0,0.11,0,0.0023,0,0.0049,-0.018,32.2,38
23.65,0,0.11,0,-0.0206,0,-0.0005,-0.018,32.2,38
23.659,0,0.11,0,0.0542,0,0.0159,-0.018,32.2,38
23.679,0,0.11,0,-0.0145,0,-0.0027,-0.018,32.2,38
23.681,0,0.11,0,0.0771,0,0.0137,-0.018,32.2,38
23.689,0,0.11,0,0.0359,0,-0.0038,-0.018,32.2,38
23.699,0,0.132,0,0.1564,0,-0.0379,-0.018,32.2,38
23.709,0,0.11,0,0.0267,0,0.0016,-0.018,32.2,38
23.739,0,0.132,0,0.013,0,0.0236,-0.018,32.2,38
23.75,0,0.11,0,-0.0618,0,-0.006,-0.018,32.2,38
23.76,0,0.11,0,-0.0984,0,-0.006,-0.018,32.2,38
23.78,0,0.11,0,0.0862,0,0.0236,-0.018,32.2,38
23.783,0,0.11,0,0.0191,0,0.0005,-0.018,32.2,38
23.791,0,0.132,0,0.0237,0,-0.0005,-0.018,32.2,38
23.801,0,0.132,0,0.0481,0,-0.006,-0.018,32.2,38
23.811,0,0.11,0,-0.0237,0,-0.0192,-0.018,32.2,38
23.841,0,0.11,0,-0.0298,0,-0.0082,-0.018,32.2,38
23.853,0,0.11,0,0.042,0,-0.0335,-0.018,32.2,38
23.897,0,0.11,0,0.0435,0,0.0115,-0.018,32.2,38
23.908,0,0.11,0,-0.0252,0,0.0291,-0.018,32.2,38
23.94,0,0.11,0,-0.0587,0,0.0038,-0.018,32.2,38
23.951,0,0.11,0,0.0908,0,0.0093,-0.018,32.2,38
23.961,0,0.11,0,-0.0786,0,0.0225,-0.018,32.2,38
23.992,0,0.11,0,0.045,0,0.0016,-0.018,32.2,38
24.003,0,0.11,0,0.0786,0,-0.0137,-0.018,32.2,38
24.013,0,0.11,0,0.0099,0,-0.0368,-0.018,32.2,38
24.043,0,0.11,0,-0.0496,0,0.0071,-0.018,32.2,38
24.054,0,0.132,0,-0.0328,0,-0.0181,-0.018,32.2,38
24.064,0,0.132,0,0.0587,0,0.0324,-0.018,32.2,38
24.101,0,0.132,0,0.1961,0,-0.0225,-0.018,32.2,38
24.112,0,0.132,0,0.1198,0,-0.0104,-0.018,32.2,38
24.146,0,0.132,0,0.1183,0,-0.0247,-0.018,32.2,38
24.158,0,0.132,0,-0.0084,0,0.0016,-0.018,32.2,38
24.195,0,0.132,0,-0.1106,0,0.0335,-0.018,32.2,38
24.206,0,0.132,0,0.0084,0,-0.017,-0.018,32.2,38
24.216,0,0.132,0,-0.0755,0,0.0412,-0.018,32.2,38
24.246,0,0.132,0,-0.0771,0,0.017,-0.018,32.2,38
24.258,0,0.132,0,0.0664,0,-0.0027,-0.018,32.2,38
24.267,0,0.132,0,0.0191,0,-0.0027,-0.018,32.2,38
24.298,0,0.132,0,-0.042,0,0.0379,-0.018,32.2,38
24.31,0,0.132,0,-0.045,0,0.0115,-0.018,32.2,38
24.319,0,0.132,0,0.013,0,-0.0027,-0.018,32.2,38
24.34,0,0.132,0,-0.0359,0,0.0071,-0.018,32.2,38
24.343,0,0.132,0,0.0267,0,-0.0313,-0.018,32.2,38
24.349,0,0.132,0,-0.0053,0,-0.0214,-0.018,32.2,38
24.359,0,0.132,0,-0.1457,0,0.0115,-0.018,32.2,38
24.369,0,0.132,0,-0.0023,0,-0.0049,-0.018,32.2,38
24.394,0,0.132,0,-0.0404,0,-0.0181,-0.018,32.2,38
24.396,0,0.132,0,0.0298,0,-0.006,-0.018,32.2,38
24.398,0,0.132,0,0.0084,0,0.0016,-0.018,32.2,38
24.41,0,0.132,0,0.1106,0,-0.0214,-0.018,32.2,38
24.42,0,0.132,0,-0.0435,0,-0.0148,-0.018,32.2,38
24.451,0,0.132,0,0.1534,0,0.0126,-0.018,32.2,38
24.462,0,0.132,0,-0.0404,0,0.017,-0.018,32.2,38
24.472,0,0.132,0,0.1076,0,0.0137,-0.018,32.2,38
24.502,0,0.132,0,-0.0969,0,-0.0082,-0.018,32.2,38
24.513,0,0.132,0,-0.0969,0,0.0115,-0.018,32.2,38
24.523,0,0.132,0,-0.0969,0,0.0159,-0.018,32.2,38
24.554,0,0.132,0,0.0679,0,0.0214,-0.018,32.2,38
24.565,0,0.132,0,-0.042,0,-0.0324,-0.018,32.2,38
24.575,0,0.132,0,-0.1045,0,0.0104,-0.018,32.2,38
24.596,0,0.132,0,0.1183,0,-0.0236,-0.018,32.2,38
24.599,0,0.132,0,0.0801,0,-0.0016,-0.018,32.2,38
24.605,0,0.132,0,0.0053,0,0.0225,-0.018,32.2,38
24.616,0,0.132,0,-0.0404,0,-0.0258,-0.018,32.2,38
24.626,0,0.132,0,0.1076,0,-0.0313,-0.018,32.2,38
24.656,0,0.132,0,0.0328,0,-0.006,-0.018,32.2,38
24.667,0,0.132,0,-0.0282,0,0.0324,-0.018,32.2,38
24.677,0,0.132,0,0.0267,0,-0.0104,-0.018,32.2,38
24.708,0,0.132,0,0.071,0,-0.0104,-0.018,32.2,38
24.719,0,0.132,0,-0.1122,0,0.0082,-0.018,32.2,38
24.729,0,0.154,0,0.0832,0,0.0071,-0.018,32.2,38
24.768,0,0.154,0,-0.0343,0,0.039,-0.018,32.2,38
24.779,0,0.132,0,0.0328,0,-0.0038,-0.018,32.2,38
24.82,0,0.132,0,-0.0725,0,-0.0005,-0.018,32.2,38
24.831,0,0.132,0,0.071,0,-0.0764,-0.018,32.2,38
24.861,0,0.132,0,-0.1091,0,0.0324,-0.018,32.2,38
24.872,0,0.132,0,-0.1122,0,-0.0313,-0.018,32.2,38
24.882,0,0.132,0,0.0801,0,0.0456,-0.018,32.2,38
24.913,0,0.132,0,0.0587,0,-0.0104,-0.018,32.2,38
24.923,0,0.132,0,0.0084,0,0.0247,-0.018,32.2,38
24.963,0,0.132,0,0.0053,0,0.0555,-0.018,32.2,38
24.974,0,0.132,0,-0.0374,0,-0.0082,-0.018,32.2,38
24.984,0,0.132,0,-0.0893,0,-0.0236,-0.018,32.2,38
25.015,0,0.132,0,0.0893,0,-0.0038,-0.018,32.2,38
25.026,0,0.132,0,0.0404,0,-0.0368,-0.018,32.2,38
25.036,0,0.132,0,-0.0328,0,0.0181,-0.018,32.2,38
25.066,0,0.132,0,-0.0954,0,-0.0137,-0.018,32.2,38
25.077,0,0.154,0,0.1411,0,-0.0291,-0.018,32.2,38
25.087,0,0.132,0,0.0343,0,0.0049,-0.018,32.2,38
25.118,0,0.132,0,-0.1122,0,-0.0115,-0.018,32.2,38
25.129,0,0.132,0,-0.0679,0,0.0214,-0.018,32.2,38
25.138,0,0.132,0,0.0298,0,-0.0225,-0.018,32.2,38
25.171,0,0.132,0,-0.045,0,0.0148,-0.018,32.2,38
25.183,0,0.154,0,0.013,0,-0.0401,-0.018,32.2,38
25.21,0,0.132,0,-0.0542,0,-0.0082,-0.018,32.2,38
25.213,0,0.132,0,-0.0938,0,0.0115,-0.018,32.2,38
25.215,0,0.132,0,-0.0298,0,-0.0159,-0.018,32.2,38
25.222,0,0.132,0,-0.0725,0,0.0115,-0.018,32.2,38
25.232,0,0.132,0,0.013,0,0.0082,-0.018,32.2,38
25.27,0,0.132,0,-0.0648,0,0.0335,-0.018,32.2,38
25.281,0,0.154,0,0.103,0,-0.0313,-0.018,32.2,38
25.291,0,0.132,0,-0.0877,0,-0.0071,-0.018,32.2,38
25.321,0,0.154,0,0.0511,0,-0.006,-0.018,32.2,38
25.332,0,0.132,0,-0.1076,0,-0.0291,-0.018,32.2,38
25.342,0,0.154,0,-0.0771,0,-0.0016,-0.018,32.2,38
25.381,0,0.154,0,-0.0237,0,-0.0093,-0.018,32.2,38
25.392,0,0.154,0,0.074,0,0.0093,-0.018,32.2,38
25.421,0,0.154,0,0.0298,0,0.0192,-0.018,32.2,38
25.423,0,0.154,0,0.0481,0,0.0192,-0.018,32.2,38
25.425,0,0.154,0,0.1534,0,0.0214,-0.018,32.2,38
25.432,0,0.154,0,-0.0908,0,0.0005,-0.018,32.2,38
25.442,0,0.154,0,0.0938,0,0.0005,-0.018,32.2,38
25.473,0,0.154,0,-0.1259,0,-0.0192,-0.018,32.2,38
25.484,0,0.154,0,0.1015,0,0.006,-0.018,32.2,38
25.494,0,0.154,0,0.0465,0,0.0181,-0.018,32.2,38
25.528,0,0.154,0,-0.0496,0,0.0137,-0.018,32.2,38
25.539,0,0.154,0,-0.0298,0,0.0489,-0.018,32.2,38
25.575,0,0.154,0,0.1381,0,0.0093,-0.018,32.2,38
25.586,0,0.154,0,-0.1305,0,-0.0071,-0.018,32.2,38
25.596,0,0.154,0,-0.0252,0,0.0203,-0.018,32.2,38
25.626,0,0.154,0,-0.0023,0,0.0423,-0.018,32.2,38
25.637,0,0.154,0,0.0374,0,0.0335,-0.018,32.2,38
25.647,0,0.154,0,0.0206,0,-0.0214,-0.018,32.2,38
25.678,0,0.154,0,0.0679,0,-0.0313,-0.018,32.2,38
25.689,0,0.154,0,-0.1884,0,0.0016,-0.018,32.2,38
25.699,0,0.154,0,0.0465,0,-0.0203,-0.018,32.2,38
25.731,0,0.154,0,0.0282,0,0.0137,-0.018,32.2,38
25.742,0,0.154,0,-0.0053,0,-0.0137,-0.018,32.2,38
25.785,0,0.154,0,0.0465,0,0.0181,-0.018,32.2,38
25.796,0,0.154,0,-0.0603,0,-0.0434,-0.018,32.2,38
25.832,0,0.154,0,0.0542,0,0.0258,-0.018,32.2,38
25.843,0,0.154,0,-0.0999,0,-0.0236,-0.018,32.2,38
25.853,0,0.154,0,-0.0008,0,-0.0071,-0.018,32.2,38
25.883,0,0.154,0,-0.0481,0,-0.0137,-0.018,32.2,38
25.894,0,0.154,0,-0.0191,0,-0.0302,-0.018,32.2,38
25.904,0,0.154,0,0.013,0,0.0104,-0.018,32.2,38
25.941,0,0.154,0,-0.0755,0,0.0192,-0.018,32.2,38
25.952,0,0.154,0,0.0557,0,-0.0181,-0.018,32.2,38
25.986,0,0.154,0,-0.0023,0,0.028,-0.018,32.2,38
25.997,0,0.154,0,-0.0023,0,0.0313,-0.018,32.2,38
26.007,0,0.154,0,-0.0008,0,-0.0027,-0.018,32.2,38
26.038,0,0.154,0,0.0801,0,0.0005,-0.018,32.2,38
26.049,0,0.154,0,-0.0008,0,-0.0126,-0.018,32.2,38
26.059,0,0.154,0,0.0053,0,0.0247,-0.018,32.2,38
26.09,0,0.154,0,-0.0099,0,-0.0401,-0.018,32.2,38
26.101,0,0.154,0,0.0847,0,0.0192,-0.018,32.2,38
26.111,0,0.154,0,-0.1137,0,-0.0071,-0.018,32.2,38
26.141,0,0.154,0,-0.1427,0,-0.0093,-0.018,32.2,38
26.152,0,0.154,0,-0.0359,0,-0.0082,-0.018,32.2,38
26.162,0,0.154,0,-0.0877,0,0.0225,-0.018,32.2,38
26.193,0,0.154,0,0.016,0,-0.0401,-0.018,32.2,38
26.204,0,0.154,0,-0.1091,0,-0.0368,-0.018,32.2,38
26.214,0,0.154,0,-0.1442,0,-0.0159,-0.018,32.2,38
26.244,0,0.154,0,-0.1823,0,0.0038,-0.018,32.2,38
26.255,0,0.176,0,0.0282,0,-0.0423,-0.018,32.2,38
26.265,0,0.176,0,0.0099,0,0.0005,-0.018,32.2,38
26.301,0,0.176,0,0.106,0,-0.0379,-0.018,32.2,38
26.312,0,0.176,0,-0.0313,0,0.0049,-0.018,32.2,38
26.345,0,0.176,0,-0.0069,0,-0.0214,-0.018,32.2,38
26.356,0,0.176,0,0.0832,0,-0.0445,-0.018,32.2,38
26.366,0,0.176,0,0.193,0,-0.0236,-0.018,32.2,38
26.397,0,0.176,0,-0.0526,0,0.039,-0.018,32.2,38
26.408,0,0.176,0,0.0832,0,-0.0049,-0.018,32.2,38
26.418,0,0.176,0,0.0099,0,0.0434,-0.018,32.2,38
26.454,0,0.176,0,-0.042,0,0.0148,-0.018,32.2,38
26.465,0,0.176,0,-0.0511,0,-0.0291,-0.018,32.2,38
26.498,0,0.176,0,-0.0694,0,0.0071,-0.018,32.2,38
26.509,0,0.176,0,0.0511,0,-0.0324,-0.018,32.2,38
26.519,0,0.176,0,0.0465,0,-0.0346,-0.018,32.2,38
26.55,0,0.176,0,0.0008,0,-0.0181,-0.018,32.2,38
26.561,0,0.176,0,0.1244,0,-0.0148,-0.018,32.2,38
26.571,0,0.176,0,-0.0252,0,-0.0247,-0.018,32.2,38
26.601,0,0.176,0,-0.0694,0,0.0137,-0.018,32.2,38
26.612,0,0.176,0,-0.0404,0,0.028,-0.018,32.2,38
26.622,0,0.176,0,0.0191,0,-0.0104,-0.018,32.2,38
26.653,0,0.176,0,0.0267,0,0.039,-0.018,32.2,38
26.664,0,0.176,0,0.0084,0,0.0104,-0.018,32.2,38
26.674,0,0.176,0,-0.0206,0,0.0027,-0.018,32.2,38
26.704,0,0.176,0,0.013,0,-0.0016,-0.018,32.2,38
26.715,0,0.176,0,0.1167,0,-0.0038,-0.018,32.2,38
26.725,0,0.176,0,-0.0267,0,0.0181,-0.018,32.2,38
26.756,0,0.176,0,0.1381,0,0.0214,-0.018,32.2,38
26.767,0,0.176,0,0.074,0,0.0192,-0.018,32.2,38
26.777,0,0.176,0,0.1091,0,0.0346,-0.018,32.2,38
26.808,0,0.176,0,0.0038,0,-0.028,-0.018,32.2,38
26.819,0,0.176,0,0.0755,0,0.0159,-0.018,32.2,38
26.829,0,0.176,0,0.0969,0,-0.0203,-0.018,32.2,38
26.86,0,0.176,0,0.0267,0,0.0005,-0.018,32.2,38
26.871,0,0.176,0,0.0191,0,0.0159,-0.018,32.2,38
26.881,0,0.176,0,-0.0847,0,0.0368,-0.018,32.2,38
26.918,0,0.176,0,0.0648,0,0.0368,-0.018,32.2,38
26.93,0,0.176,0,-0.0038,0,-0.0082,-0.018,32.2,38
26.963,0,0.176,0,0.0465,0,0.0302,-0.018,32.2,38
26.974,0,0.176,0,0.0557,0,-0.0225,-0.018,32.2,38
26.984,0,0.176,0,-0.0252,0,-0.0357,-0.018,32.2,38
27.021,0,0.176,0,0.0572,0,0.0258,-0.018,32.2,38
27.032,0,0.176,0,-0.0343,0,-0.0104,-0.018,32.2,38
27.055,0,0.176,0,-0.0603,0,-0.0115,-0.018,32.2,38
27.058,0,0.176,0,0.0023,0,0.0313,-0.018,32.2,38
27.062,0,0.176,0,-0.0999,0,0.0247,-0.018,32.2,38
27.072,0,0.176,0,-0.1411,0,-0.0082,-0.018,32.2,38
27.082,0,0.176,0,-0.0603,0,0.0632,-0.018,32.2,38
27.116,0,0.176,0,0.0542,0,-0.0269,-0.018,32.2,38
27.127,0,0.176,0,0.016,0,-0.0269,-0.018,32.2,38
27.137,0,0.176,0,-0.0008,0,-0.006,-0.018,32.2,38
27.168,0,0.176,0,0.0908,0,-0.006,-0.018,32.2,38
27.179,0,0.176,0,0.0618,0,-0.006,-0.018,32.2,38
27.189,0,0.176,0,0.0313,0,-0.0214,-0.018,32.2,38
27.224,0,0.176,0,0.0511,0,0.0038,-0.018,32.2,38
27.234,0,0.176,0,0.0221,0,-0.0445,-0.018,32.2,38
27.272,0,0.176,0,0.045,0,-0.0236,-0.018,32.2,38
27.283,0,0.176,0,-0.1045,0,0.0236,-0.018,32.2,38
27.32,0,0.176,0,0.0404,0,0.0236,-0.018,32.2,38
27.331,0,0.176,0,-0.0908,0,-0.0302,-0.018,32.2,38
27.341,0,0.176,0,0.103,0,-0.0346,-0.018,32.2,38
27.372,0,0.176,0,0.0633,0,-0.0005,-0.018,32.2,38
27.383,0,0.176,0,0.0679,0,0.0247,-0.018,32.2,38
27.393,0,0.176,0,0.0313,0,-0.0302,-0.018,32.2,38
27.413,0,0.176,0,0.0008,0,-0.006,-0.018,32.2,38
27.416,0,0.176,0,-0.0343,0,0.0445,-0.018,32.2,38
27.424,0,0.176,0,0.0984,0,0.0016,-0.018,32.2,38
27.434,0,0.176,0,-0.0923,0,-0.0412,-0.018,32.2,38
27.444,0,0.176,0,0.0816,0,0.0115,-0.018,32.2,38
27.481,0,0.176,0,-0.013,0,0.0104,-0.018,32.2,38
27.493,0,0.176,0,0.0282,0,-0.0093,-0.018,32.2,38
27.523,0,0.176,0,-0.1381,0,0.0104,-0.018,32.2,38
27.534,0,0.176,0,0.0008,0,-0.0104,-0.018,32.2,38
27.544,0,0.176,0,-0.0191,0,0.0159,-0.018,32.2,38
27.575,0,0.176,0,-0.0771,0,0.028,-0.018,32.2,38
27.586,0,0.176,0,-0.071,0,0.0269,-0.018,32.2,38
27.596,0,0.176,0,0.0023,0,-0.0082,-0.018,32.2,38
27.626,0,0.176,0,-0.0984,0,0.0258,-0.018,32.2,38
27.637,0,0.198,0,-0.042,0,-0.0016,-0.018,32.2,38
27.647,0,0.198,0,0.103,0,0.017,-0.018,32.2,38
27.678,0,0.176,0,-0.0496,0,0.0082,-0.018,32.2,38
27.689,0,0.176,0,-0.1198,0,0.0071,-0.018,32.2,38
27.699,0,0.176,0,-0.074,0,0.039,-0.018,32.2,38
27.73,0,0.176,0,0.0191,0,0.0005,-0.018,32.2,38
27.741,0,0.176,0,0.0542,0,0.0093,-0.018,32.2,38
27.751,0,0.176,0,-0.0435,0,-0.0049,-0.018,32.2,38
27.781,0,0.176,0,-0.0587,0,0.0082,-0.018,32.2,38
27.792,0,0.176,0,-0.0008,0,0.0093,-0.018,32.2,38
27.802,0,0.176,0,0.0206,0,0.0137,-0.018,32.2,38
27.833,0,0.176,0,-0.0404,0,-0.0302,-0.018,32.2,38
27.844,0,0.176,0,0.0893,0,0.0324,-0.018,32.2,38
27.854,0,0.176,0,-0.0389,0,-0.0104,-0.018,32.2,38
27.884,0,0.176,0,0.0618,0,-0.0203,-0.018,32.2,38
27.896,0,0.176,0,-0.0679,0,0.0071,-0.018,32.2,38
27.906,0,0.176,0,-0.0008,0,0.0423,-0.018,32.2,38
27.936,0,0.176,0,0.0542,0,-0.0126,-0.018,32.2,38
27.948,0,0.176,0,0.0755,0,-0.0159,-0.018,32.2,38
27.986,0,0.176,0,-0.103,0,-0.0225,-0.018,32.2,38
27.997,0,0.176,0,-0.045,0,-0.0093,-0.018,32.2,38
28.007,0,0.176,0,0.1122,0,0.0115,-0.018,32.2,38
28.037,0,0.176,0,0.0191,0,-0.0269,-0.018,32.2,38
